"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '-----------------------------------------------------')","[51784, 102134, 197209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1185 [PATCH] BerkeleyDBStore')","[27532, 47984, 78634, 98334, 148809, 189609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', ""COCOON-1506 [PATCH] Manually specifying a mounted sitemap's context"")","[24824, 45309, 75959, 95659, 143459, 184259]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1147 [PATCH] namespace issues with XMLDBTransformer')","[27657, 48109, 78759, 98459, 149059, 189859]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2297')","[129484, 170284]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Another Test')","[232884, 235763]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1807 Workaround for IE Bug in <button>')","[140034, 180834]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Mime-Version: 1.0')","[237322, 238522]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Patch for the CharsetFactory running on Jboss 5.1.')",[121984]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Patch for the CharsetFactory running on Jboss 5.1.')",[122034]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2288')","[130484, 171284]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1974 Donating ContextAttributeInputModule')","[135634, 176434]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', ' CharsetFactory')","[114184, 120484]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1506')","[24874, 45359, 76009, 95709, 143559, 184359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 26764 invoked by uid 99); 1 Sep 2010 21:01:33 -0000')","[9366, 61384, 112609]"
"('GlobFilter.java', 'org.apache.hadoop.fs.GlobFilter', 'accept', 'part-.*', 'part-r-00000')","[275279, 276105, 277007, 277680]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Received: (qmail 34078 invoked from network); 15 Sep 2010 14:42:01 -0000')",[165584]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Hi,')","[52334, 102684, 198309]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Delivered-To: mailing list dev@cocoon.apache.org')","[9341, 12491, 16191, 30107, 33057, 36659, 50559, 61359, 64509, 67359, 81209, 84159, 87009, 100909, 112559, 118859, 126259, 153959, 159859, 166959, 194759]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'From: ""Testy McTester"" <user@example.com>')","[236572, 237772]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testSplitDirectory(org.apache.mahout.utils.SplitInputTest)')","[215688, 215949, 215960, 215970]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '-')","[116784, 124184, 157784, 164884, 214484]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-repository-common-impl -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')","[56309, 106659, 206259]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2294 Wrong version number for cocoon-serializers-impl in parent pom for revision 964648')","[18066, 38584, 69234, 88934, 130009, 170809]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '\tfor <dev@cocoon.apache.org>; Thu, 9 Sep 2010 21:09:33 GMT')","[30657, 81759, 155059]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testEmptyCluster(org.apache.mahout.clustering.TestClusterEvaluator)')","[262242, 263792, 263803, 263813]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 15 Sep 2010 14:41:56 +0000')",[167234]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Message-ID: <7103927.76251283956837977.JavaMail.jira@thor>')",[127384]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-repository-client-impl -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')",[204784]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Thu, 09 Sep 2010 21:09:53 +0000')","[154184, 154684]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testKmeans(org.apache.mahout.clustering.TestClusterDumper)')","[274431, 274524, 274535, 274545]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Message-ID: <user@example.com>')","[236527, 237727]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '\tfor <dev@cocoon.apache.org>; Thu, 9 Sep 2010 21:11:38 GMT')","[33582, 84684, 160909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '[ERROR] BUILD ERROR')","[52959, 103309, 199559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1200 [PATCH] XML CSS engine')","[27432, 47884, 78534, 98234, 148609, 189409]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testFuzzyKmeans(org.apache.mahout.clustering.TestClusterEvaluator)')","[262137, 262158, 263536, 263547, 263689]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Received: from athena.apache.org (HELO athena.apache.org) (140.211.11.136)')","[118984, 154084, 159984, 167084]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  gkossakowski-maven2 (http://people.apache.org/~gkossakowski/maven2/repository)')","[60134, 110484, 213909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 73966 invoked from network); 26 Jul 2000 11:32:16 -0000')","[231869, 234719]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2295 integrating FOP-1.0 into Cocoon-2.1.12-dev')","[17966, 38484, 69134, 88834, 129809, 170609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1943')","[21649, 42134, 72784, 92484, 137109, 177909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Subject: [jira] Updated: (COCOON-2300) jboss-5.1.0.GA vfszip protocol in')",[120384]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '  Path to dependency:')","[53759, 54459, 55159, 55859, 56559, 57259, 57959, 58659, 59359, 104109, 104809, 105509, 106209, 106909, 107609, 108309, 109009, 109709, 201159, 202559, 203959, 205359, 206759, 208159, 209559, 210959, 212359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 01 Sep 2010 21:03:15 +0000')",[119134]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-2162 [PATCH] Fix for Paginator when accessing out of bounds Pagination page')","[19591, 40109, 70759, 90459, 133059, 173859]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '> jboss-5.1.0.GA vfszip protocol in CharsetFactory')",[122234]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1519')","[143134, 183934]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Patch to make cocoon_2_1_x/src/blocks/cron/java/org/apache/cocoon/components/cron/QuartzJobScheduler.java respond correctly to configuration for clustering.')",[162984]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '>          Issue Type: Improvement')",[163784]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2137')","[133284, 174084]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Content-Transfer-Encoding: 7bit')","[10341, 13541, 17141, 31107, 34107, 37609, 51559, 62359, 65559, 68309, 82209, 85209, 87959, 101909, 114559, 120959, 128159, 155959, 161959, 168859, 196759, 231099, 232499, 233927, 235367]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', 'single-quote')",[6395]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Subject: [jira] Created: (COCOON-2302) C2.2 : unable to find daisy-..-1.5')",[196284]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1964')","[21116, 41634, 72284, 91984, 136109, 176909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  Alternatively, if you host your own repository you can deploy the file there:')","[53584, 54284, 54984, 55684, 56384, 57084, 57784, 58484, 59184, 103934, 104634, 105334, 106034, 106734, 107434, 108134, 108834, 109534, 200809, 202209, 203609, 205009, 206409, 207809, 209209, 210609, 212009]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'From dev-return-102530-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Thu Sep 09 21:09:56 2010')","[29307, 80409, 152359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'From dev-return-102527-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Wed Sep 01 21:01:35 2010')",[110934]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1556')","[142284, 183084]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testSingleValueCluster(org.apache.mahout.clustering.TestClusterEvaluator)')","[262625, 264186, 264197, 264207]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-jmsclient-api -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')","[57709, 108059, 209059]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'On a fresh co of cocoon trunk give me this errors when mvn install.')",[198534]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Date: Wed, 1 Sep 2010 17:02:54 -0400 (EDT)')",[120134]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Received: (qmail 92717 invoked from network); 9 Sep 2010 21:09:55 -0000')",[152584]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Date: Wed, 1 Sep 2010 17:02:54 -0400 (EDT)')","[13116, 65134, 120109]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2173')","[132934, 173734]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '  gkossakowski-maven2 (http://people.apache.org/~gkossakowski/maven2/repository)')",[213884]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  \t2) daisy:daisy-repository-common-impl:jar:1.5-dev')","[56634, 106984, 206909]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', '78')",[7192]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1794')","[140284, 181084]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'X-ASF-Spam-Status: No, hits=-2000.0 required=10.0')","[112934, 119234, 126634, 154334, 160234, 167334, 195134]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            Reporter: Douglas Hurbon')","[115834, 157134]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2298')","[17716, 38234, 68884, 88584, 129309, 170109]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Date: Fri, 17 Sep 2010 20:14:38 -0400 (EDT)')","[51184, 101534, 196009]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2262')","[131084, 171884]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'The QuartzJobScheduler is modified to respond to a configuration parameter: clustered=true so that it can correctly use a clustered job store when using cocoon in a cluster.')","[31857, 82959, 157459]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 13040 invoked from network); 8 Sep 2010 14:41:09 -0000')","[15541, 66709, 124959]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-repository-api -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')","[53484, 103834, 200609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '\tfor <dev@cocoon.apache.org>; Wed, 15 Sep 2010 14:41:34 GMT')",[168034]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '>                 Key: COCOON-2300')","[14341, 122559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 01 Sep 2010 21:03:14 +0000')","[12866, 64884, 119609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '>          Issue Type: Improvement')","[35032, 163809]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', '')","[236827, 236947, 237427, 238027, 238147, 238627]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '     [ https://issues.apache.org/jira/browse/COCOON-2300?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]')","[13741, 65759, 121359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', ""INFO] Unable to find resource 'daisy:daisy-util:jar:1.5-dev' in repository gkossakowski-maven2 (http://people.apache.org/~gkossakowski/maven2/repository)"")","[52859, 103209, 199359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1345 [PATCH] Extract convertors into their own block')","[26057, 46509, 77159, 96859, 145859, 186659]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '      mvn deploy:deploy-file -DgroupId=daisy -DartifactId=daisy-repository-spi -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file -Durl=[url] -DrepositoryId=[id]')","[57159, 107509, 207959]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1370 [PATCH] proxy block can now use JTidy and handle multipart POST')","[25632, 46084, 76734, 96434, 145009, 185809]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1360')","[145684, 186484]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1556')","[24249, 44734, 75384, 95084, 142309, 183109]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Delivered-To: apmail-cocoon-dev-archive@cocoon.apache.org')","[8866, 12016, 15716, 29632, 32582, 36184, 50084, 60884, 64034, 66884, 80734, 83684, 86534, 100434, 111609, 117909, 125309, 153009, 158909, 166009, 193809]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', ""COCOON-1384 [PATCH] flow redirector should allow explicit 'cocoon:' scheme"")","[25557, 46009, 76659, 96359, 144859, 185659]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'X-Spam-Check-By: apache.org')","[113134, 119434, 126834, 154534, 160434, 167534, 195334]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'From dev-return-102529-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Wed Sep 08 14:41:10 2010')","[15366, 66534, 124609]"
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'some')",[243147]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'List-Id: <dev.cocoon.apache.org>')","[112384, 118684, 126084, 153784, 159684, 166784, 194584]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '1) daisy:daisy-repository-api:jar:1.5-dev')",[200084]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Douglas Hurbon updated COCOON-2300:')",[121534]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-2288 Allow usage of SLF4J for traces')","[130384, 171184]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2018')","[134934, 175734]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testSplitFilePct(org.apache.mahout.utils.SplitInputTest)')","[215667, 215918, 215929, 215939]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1203 [PATCH] inserver junit testing')","[148434, 189234]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1973')","[21041, 41559, 72209, 91909, 135959, 176759]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '    Attachment: CharsetFactory.patch')",[121834]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 15 Sep 2010 14:41:56 +0000')","[36784, 87134, 167209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-665  [PATCH] HSSFSerializer Support for FreezePane')","[151584, 192384]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '  by 140.211.11.9 with SMTP; 15 Sep 2010 14:42:01 -0000')","[36057, 86459, 165859]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1842')","[139734, 180534]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-2301 Cocoon Cron Block Configurable Clustering')",[169634]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2262')","[131134, 171934]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2212')","[132534, 173334]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'processGoodNumeric(org.apache.mahout.utils.vectors.arff.MapBackedARFFModelTest)')","[7795, 7857, 7868, 7878]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Hi,')",[198334]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '          Issue Type: Bug')","[115534, 197734]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Received: (qmail 26764 invoked by uid 99); 1 Sep 2010 21:01:33 -0000')",[112634]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1932')","[137284, 178084]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', 'c')",[6651]
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'www.nabble.com')",[243525]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1949 [PATCH] load flowscript from file into specified Rhino context object')","[21424, 41909, 72559, 92259, 136659, 177459]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_2_Lucene41_0.doc')","[218909, 223844, 242640, 246096, 255498, 269547]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2114')","[19841, 40359, 71009, 90709, 133559, 174359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1932')","[21774, 42259, 72909, 92609, 137359, 178159]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'To: <ant-user@jakarta.apache.org>')","[230644, 232184, 233459, 235043]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2040')","[20116, 40634, 71284, 90984, 134109, 174909]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1960 Pipeline errors for ""generator/reader already set"" should provide more information')","[21324, 41809, 72459, 92159, 136459, 177259]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1302')","[147284, 188084]"
