"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'test_approveForDeliveryTeam(aaron.test.test.ClaimsReceivedByMonitoringOfficerTest)')","[10756, 14104, 25197, 29944, 37281, 52605, 56385, 69062, 79447, 93837, 97401, 109286, 120090, 136348, 140344, 153813, 166045, 183704, 188024, 202681, 215637, 234230, 238766, 296951, 298753]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'test_getPathBetweenClaimsNotReceivedAndClaimsReceivedByDeliveryTeam(aaron.test.test.ClaimsNotReceivedTest)')","[6819, 6850, 6881, 9423, 9454, 9485, 23397, 23421, 23445, 34757, 34787, 34817, 48160, 48195, 48230, 51100, 51135, 51170, 66962, 66990, 67018, 77093, 77121, 77149, 89646, 89679, 89712, 92418, 92451, 92484, 107336, 107362, 107388, 117396, 117428, 117460, 131649, 131686, 131723, 134757, 134794, 134831, 151563, 151593, 151623, 163096, 163131, 163166, 178624, 178664, 178704, 181984, 182024, 182064, 200206, 200239, 200272, 212518, 212555, 212592, 228896, 228938, 228980, 232424, 232466, 232508, 290571, 290611, 290651, 292375, 292417, 292459]"
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*\\bpackage\\s+(.*?);.*', 'package aaron.test;\n\nimport java.util.Collection;\nimport java.util.HashMap;\nimport java.util.LinkedList;\nimport java.util.Map;\n\n\n/**\n * Representation of the state machine. Through a ClaimsStateMachine instance you can:\n * <ul>\n * <li>Create a new instance (see @{link createAndStart()} and @{link create()})</li>\n * <li>Access all states by their names</li>\n * <li>register and unregister listeners which will be notified of every state transition</li>\n * <li>navigate to (execute) states via transitions</li>\n * <li>retrieve state instances by their names</li>\n * </ul>\n *\n * States returned via this state machine may *only* be used in this state machine.\n * For example, this is not valid:\n * <pre>\n * ClaimsStateMachine fsmOne = ClaimsStateMachine.createAndStart();\n * ClaimsStateMachine fsmTwo = ClaimsStateMachine.createAndStart();\n * Object stateA = fsmOne.<some state>();\n * fsmTwo.executeToState(stateA); // invalid  -- cannot share state instances between state machines\n * </pre>\n */\npublic class ClaimsStateMachine\n{\n    private StateNotifier notifier;\n    private State                     currentState;\n    private final Map<String, AbstractClaimsState>  stateByName;\n\n    private ClaimsPaymentRejected claimspaymentrejected;\n    private ClaimsReadyForPayment claimsreadyforpayment;\n    private ClaimsReceivedByHeadOfDelivery claimsreceivedbyheadofdelivery;\n    private ClaimsNotReceived claimsnotreceived;\n    private ClaimsPaymentReceived claimspaymentreceived;\n    private ClaimsReceivedByDeliveryTeam claimsreceivedbydeliveryteam;\n    private ClaimsPaymentComplete claimspaymentcomplete;\n    private ClaimsStartState claimsstartstate;\n    private ClaimsReceivedByMonitoringOfficer claimsreceivedbymonitoringofficer;\n\n    /**\n     *\n     */\n    private ClaimsStateMachine()\n    {\n        super();\n        this.stateByName = new HashMap<String, AbstractClaimsState>();\n    }\n\n    /**\n     * @return a new notifier\n     */\n    final StateNotifier newNotifier()\n    {\n        return new StateNotifier();\n    }\n\n    /**\n     * state machines need to be explicitly started.\n     * This is a convenience method for returning a new state machine which is \n     * already in the start state\n     *\n     * @return the new state machine\n     */\n    public static ClaimsStateMachine createAndStart()\n    {\n        ClaimsStateMachine instance = create();\n        instance.start();\n        return instance;\n    }\n\n    /**\n     * factory method used to create state machines\n     *\n     * @return a new state machine instance\n     */\n    public static ClaimsStateMachine create()\n    {\n        final ClaimsStateMachine fsm = new ClaimsStateMachine();\n\n        fsm.notifier = fsm.newNotifier();\n        \n        //\n        // Create states\n        //\n        fsm.claimspaymentrejected = new ClaimsPaymentRejected(fsm);\n        final State oldClaimsPaymentRejectedEntry = fsm.stateByName.put(fsm.claimspaymentrejected.getName(), fsm.claimspaymentrejected);\n        assert oldClaimsPaymentRejectedEntry == null : ""duplicate state names: "" + fsm.claimspaymentrejected.getName();\n\n        fsm.claimsreadyforpayment = new ClaimsReadyForPayment(fsm);\n        final State oldClaimsReadyForPaymentEntry = fsm.stateByName.put(fsm.claimsreadyforpayment.getName(), fsm.claimsreadyforpayment);\n        assert oldClaimsReadyForPaymentEntry == null : ""duplicate state names: "" + fsm.claimsreadyforpayment.getName();\n\n        fsm.claimsreceivedbyheadofdelivery = new ClaimsReceivedByHeadOfDelivery(fsm);\n        final State oldClaimsReceivedByHeadOfDeliveryEntry = fsm.stateByName.put(fsm.claimsreceivedbyheadofdelivery.getName(), fsm.claimsreceivedbyheadofdelivery);\n        assert oldClaimsReceivedByHeadOfDeliveryEntry == null : ""duplicate state names: "" + fsm.claimsreceivedbyheadofdelivery.getName();\n\n        fsm.claimsnotreceived = new ClaimsNotReceived(fsm);\n        final State oldClaimsNotReceivedEntry = fsm.stateByName.put(fsm.claimsnotreceived.getName(), fsm.claimsnotreceived);\n        assert oldClaimsNotReceivedEntry == null : ""duplicate state names: "" + fsm.claimsnotreceived.getName();\n\n        fsm.claimspaymentreceived = new ClaimsPaymentReceived(fsm);\n        final State oldClaimsPaymentReceivedEntry = fsm.stateByName.put(fsm.claimspaymentreceived.getName(), fsm.claimspaymentreceived);\n        assert oldClaimsPaymentReceivedEntry == null : ""duplicate state names: "" + fsm.claimspaymentreceived.getName();\n\n        fsm.claimsreceivedbydeliveryteam = new ClaimsReceivedByDeliveryTeam(fsm);\n        final State oldClaimsReceivedByDeliveryTeamEntry = fsm.stateByName.put(fsm.claimsreceivedbydeliveryteam.getName(), fsm.claimsreceivedbydeliveryteam);\n        assert oldClaimsReceivedByDeliveryTeamEntry == null : ""duplicate state names: "" + fsm.claimsreceivedbydeliveryteam.getName();\n\n        fsm.claimspaymentcomplete = new ClaimsPaymentComplete(fsm);\n        final State oldClaimsPaymentCompleteEntry = fsm.stateByName.put(fsm.claimspaymentcomplete.getName(), fsm.claimspaymentcomplete);\n        assert oldClaimsPaymentCompleteEntry == null : ""duplicate state names: "" + fsm.claimspaymentcomplete.getName();\n\n        fsm.claimsstartstate = new ClaimsStartState(fsm);\n        final State oldClaimsStartStateEntry = fsm.stateByName.put(fsm.claimsstartstate.getName(), fsm.claimsstartstate);\n        assert oldClaimsStartStateEntry == null : ""duplicate state names: "" + fsm.claimsstartstate.getName();\n\n        fsm.claimsreceivedbymonitoringofficer = new ClaimsReceivedByMonitoringOfficer(fsm);\n        final State oldClaimsReceivedByMonitoringOfficerEntry = fsm.stateByName.put(fsm.claimsreceivedbymonitoringofficer.getName(), fsm.claimsreceivedbymonitoringofficer);\n        assert oldClaimsReceivedByMonitoringOfficerEntry == null : ""duplicate state names: "" + fsm.claimsreceivedbymonitoringofficer.getName();\n\n\n        //\n        // Initialise transitions\n        //\n        fsm.claimspaymentrejected.initialise();\n        fsm.claimsreadyforpayment.initialise();\n        fsm.claimsreceivedbyheadofdelivery.initialise();\n        fsm.claimsnotreceived.initialise();\n        fsm.claimspaymentreceived.initialise();\n        fsm.claimsreceivedbydeliveryteam.initialise();\n        fsm.claimspaymentcomplete.initialise();\n        fsm.claimsstartstate.initialise();\n        fsm.claimsreceivedbymonitoringofficer.initialise();\n        return fsm;\n    }\n\n    /**\n     * @return the current state\n     */\n    public State getCurrentState()\n    {\n        return this.currentState;\n    }\n    \n    /**\n     * @param goal the target state\n     * @return a TransitionPaths object from the current state to the given goal state\n     */\n    public TransitionPaths getPaths(final State goal)\n    {\n        return getCurrentState().getPaths(goal);\n    }\n\n    /**\n     * @param goal\n     *            the target state\n     * @return a TransitionPaths object from the current state to the given goal state\n     */\n    public TransitionPaths getSuccessfulPaths(final State goal)\n    {\n        final TransitionPaths allPaths = getCurrentState().getPaths(goal);\n        final TransitionPaths successfulPaths = new TransitionPaths();\n        if (allPaths != null)\n        {\n            for (final TransitionPath path : allPaths)\n            {\n                final TransitionPathResult result = executePathDryRun(path);\n                if (result != null && result.isSuccess())\n                {\n                    successfulPaths.add(path);\n                }\n            }\n        }\n        return successfulPaths;\n    }\n\n    /**\n     * @param path\n     *            the path to execute w/o affecting the current state. All registered listeners however will be notified.\n     * @return the result\n     */\n    public final TransitionPathResult executePathDryRun(final TransitionPath path)\n    {\n        final State beforeState = getCurrentState();\n        TransitionPathResult result;\n        try\n        {\n            result = path.execute();\n        }\n        finally\n        {\n            setCurrentState(beforeState);\n        }\n        return result;\n    }\n\n    /**\n     * @param path\n     *            the path to execute\n     * @return the result\n     */\n    public final TransitionPathResult executePath(final TransitionPath path)\n    {\n        return path.execute();\n    }\n\n    /**\n     * @param the given state name\n     * @return the result\n     */\n    public TransitionPathResult executeToState(final String name)\n    {   \n        final State state = getStateForName(name);\n        if (state == null)\n        {\n            throw new IllegalArgumentException(String.format(""No state exists with the name \'%s\'"", name));\n        }\n        return executeToState(state);\n    }\n\n    /**\n     * @param the given state name\n     * @return the result\n     */\n    public TransitionPathResult executeToStateDryRun(final String name)\n    {   \n        final State state = getStateForName(name);\n        if (state == null)\n        {\n            throw new IllegalArgumentException(String.format(""No state exists with the name \'%s\'"", name));\n        }\n        return executeToStateDryRun(state);\n    }\n    \n    /**\n     * After calling, the state will be reset its current state see {@link #executeToState(State)}\n     * \n     * @param to\n     *            the goal state\n     * @return the result of executing to the given state via the shorted available path\n     */\n    public TransitionPathResult executeToStateDryRun(final State to)\n    {\n        final State beforeState = getCurrentState();\n        TransitionPathResult result;\n        try\n        {\n            result = executeToState(to);\n        }\n        finally\n        {\n            setCurrentState(beforeState);\n        }\n        return result;\n    }\n\n\n    /**\n     * jump to the given state via the shortest \'path\'.\n     * \n     * @param to\n     *            the goal state\n     * @return the result of trying to move to the given state via the shortest available path, or null if no path was found. If the state machine was already in the given state it returns false. If the state\n     *         machine has now moved into the given state it returns true.\n     */\n    public TransitionPathResult executeToState(final State to)\n    {\n        if (to == getCurrentState())\n        {\n            return TransitionPathResult.fail(TransitionGuard.Reasons.ALREADY_IN_TARGET_STATE);\n        }\n\n        final TransitionPath path = getShortestSuccessfulPath(to);\n        \n        if (path != null)\n        {\n            return path.execute();\n        }\n\n        return TransitionPathResult.fail(TransitionGuard.Reasons.TARGET_STATE_UNREACHABLE);\n    }\n\n    /**\n     * @param to\n     *            the target (goal) state\n     * @return the first path available which can transition to the given state\n     */\n    public TransitionPath getShortestSuccessfulPath(final State to)\n    {\n        final State beforeState = getCurrentState();\n        TransitionPath path;\n        try\n        {\n            path = getShortestSuccessfulPathInternal(to);\n        }\n        finally\n        {\n            setCurrentState(beforeState);\n        }\n\n        return path;\n    }\n\n    private TransitionPath getShortestSuccessfulPathInternal(final State to)\n    {\n        final TransitionPaths paths = getPaths(to);\n        boolean success = false;\n        final State beforeState = getCurrentState();\n        for (final TransitionPath path : paths)\n        {\n            StateLog.debug(""trying "" + path);\n            success = executeToStateInternal(path, to);\n            if (success)\n            {\n                return path;\n            }\n            setCurrentState(beforeState);\n        }\n        return null;\n    }\n\n    /**\n     * jump to the given state via the path of transitions\n     * \n     * @return true if this call had any effect\n     */\n    private boolean executeToStateInternal(final TransitionPath path, final State to)\n    {\n        if (to == getCurrentState())\n        {\n            return false;\n        }\n        if (path == null)\n        {\n            throw new IllegalStateException(String.format(""can\'t get to \'%s\' from \'%s\'"", getCurrentStateName(), to.getName()));\n        }\n        path.execute();\n        return to == getCurrentState();\n    }\n\n    /**\n     * @return the name of the current state\n     */\n    public String getCurrentStateName()\n    {\n        return getCurrentState() == null ? null : getCurrentState().getName();\n    }\n\n    /**\n     * @return the start state\n     * @throws IllegalStateException\n     *             if the state machine was already started\n     */\n    public ClaimsStartState start()\n    {\n        if (getCurrentState() != null && getCurrentState().equals(this.claimsstartstate))\n        {\n            throw new IllegalStateException(""already started"");\n        }\n        setCurrentState(this.claimsstartstate);\n        return this.claimsstartstate;\n    }\n\n    /**\n     * @return the ClaimsPaymentRejected state\n     */\n    public ClaimsPaymentRejected paymentRejected()\n    {\n        return this.claimspaymentrejected;\n    }    \n    /**\n     * @return the ClaimsReadyForPayment state\n     */\n    public ClaimsReadyForPayment readyForPayment()\n    {\n        return this.claimsreadyforpayment;\n    }    \n    /**\n     * @return the ClaimsReceivedByHeadOfDelivery state\n     */\n    public ClaimsReceivedByHeadOfDelivery receivedByHeadOfDelivery()\n    {\n        return this.claimsreceivedbyheadofdelivery;\n    }    \n    /**\n     * @return the ClaimsNotReceived state\n     */\n    public ClaimsNotReceived notReceived()\n    {\n        return this.claimsnotreceived;\n    }    \n    /**\n     * @return the ClaimsPaymentReceived state\n     */\n    public ClaimsPaymentReceived paymentReceived()\n    {\n        return this.claimspaymentreceived;\n    }    \n    /**\n     * @return the ClaimsReceivedByDeliveryTeam state\n     */\n    public ClaimsReceivedByDeliveryTeam receivedByDeliveryTeam()\n    {\n        return this.claimsreceivedbydeliveryteam;\n    }    \n    /**\n     * @return the ClaimsPaymentComplete state\n     */\n    public ClaimsPaymentComplete paymentComplete()\n    {\n        return this.claimspaymentcomplete;\n    }    \n    /**\n     * @return the ClaimsStartState state\n     */\n    public ClaimsStartState startState()\n    {\n        return this.claimsstartstate;\n    }    \n    /**\n     * @return the ClaimsReceivedByMonitoringOfficer state\n     */\n    public ClaimsReceivedByMonitoringOfficer receivedByMonitoringOfficer()\n    {\n        return this.claimsreceivedbymonitoringofficer;\n    }    \n\n\n    /**\n     * @return a collection of all the transitions across all states\n     */\n    public Collection<Transition> getTransitions()\n    {\n        final Collection<Transition> states = new LinkedList<Transition>();\n        for (final AbstractClaimsState state : this.stateByName.values())\n        {\n            states.addAll(state.getTransitions());\n        }\n        return states;\n    }\n\n    /**\n     * @return a collection of all the names for all the transitions across all states\n     */\n    public Collection<String> getTransitionNames()\n    {\n        final Collection<String> names = new LinkedList<String>();\n        for (final AbstractClaimsState state : this.stateByName.values())\n        {\n            names.addAll(state.getTransitionNames());\n        }\n        return names;\n    }\n\n    /**\n     * @return a collection of all states for this state machine\n     */\n    public Collection<State> getStates()\n    {\n        final Collection<State> states = new LinkedList<State>();\n        for (final AbstractClaimsState state : this.stateByName.values())\n        {\n            states.add(state);\n        }\n        return states;\n    }\n\n\n    /**\n     * @return a collection of all the names of all the states for this state machine\n     */\n    public Collection<String> getStateNames()\n    {\n        return this.stateByName.keySet();\n    }\n    \n    /**\n     * @param name the name of the state\n     * @return the state for the given name\n     */\n    public State getStateForName(final String name)\n    {\n        if (name == null)\n        {\n            throw new NullPointerException(""Invalid argument: null state name"");\n        }\n        return this.stateByName.get(name);\n    }\n\n    /**\n     * @param name\n     *            the name of the transition\n     * @return the transition for the given name\n     */\n    public Transition getTransitionForName(final String name)\n    {\n        for (final AbstractClaimsState state : this.stateByName.values())\n        {\n            final Transition transition = state.getTransitionForName(name);\n            if (transition != null)\n            {\n                return transition;\n            }\n        }\n        return null;\n    }\n    \n    final void setCurrentState(State newState)\n    {\n        this.currentState = newState;\n    }\n\n\n    /**\n     * @param listeners\n     */\n    public void registerListeners(final StateListener... listeners)\n    {\n        for (final StateListener listener : listeners)\n        {\n            registerListener(listener);\n        }\n    }\n\n    /**\n     * register and return the given listener\n     * @param listener the registered listener\n     * @return the registered listener (for chaining)\n     */\n    public <T extends StateListener> T registerListener(final T listener)\n    {\n        final boolean added = this.notifier.registerListener(listener);\n        assert added;\n        return listener;\n    }\n\n    /**\n     * unregister a listener\n     * @return true if the listener was successfully unregistered\n     */\n    public boolean unregisterListener(final StateListener listener)\n    {\n        return this.notifier.unregisterListener(listener);\n    }\n\n    final TransitionGuard onBeforeTransition(final Transition transition)\n    {\n        return this.notifier.onBeforeTransition(transition);\n    }\n\n    final TransitionGuard onAfterTransition(final Transition transition)\n    {\n        return this.notifier.onAfterTransition(transition);\n    }\n\n    /**\n     * drops your entire database.\n     * Either that or just represents the state machine as a string. \n     * Take your chances.\n     */\n    @Override\n    public String toString()\n    {\n        final String newLine = String.format(""%n"");\n        final StringBuilder builder = new StringBuilder(""ClaimsStateMachine"").append(newLine);\n        builder.append(""\\t"").append(this.notifier).append(newLine);\n        builder.append(""Current State:"");\n        builder.append(this.currentState).append(newLine);\n        builder.append(this.claimspaymentrejected).append(newLine);\n        builder.append(this.claimsreadyforpayment).append(newLine);\n        builder.append(this.claimsreceivedbyheadofdelivery).append(newLine);\n        builder.append(this.claimsnotreceived).append(newLine);\n        builder.append(this.claimspaymentreceived).append(newLine);\n        builder.append(this.claimsreceivedbydeliveryteam).append(newLine);\n        builder.append(this.claimspaymentcomplete).append(newLine);\n        builder.append(this.claimsstartstate).append(newLine);\n        builder.append(this.claimsreceivedbymonitoringofficer).append(newLine);\n        return builder.toString();\n    }\n}\n')",[254348]
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*\\bpackage\\s+(.*?);.*', 'package aaron.test;\n\n/**\n * represents the state in a state machine\n */\npublic interface State extends NamedObject\n{\n    /**\n     * Return a unique name for this state.\n     * \n     * A state may need to be persisted, a common way to do this is \n     * to persist an enumeration of state values.\n     *   \n     * @return the unique name of this state\n     */\n    @Override\n    public String getName();\n    \n    /**\n     * allow callbacks to register their interest\n     * @param listener the listener to register\n     * @return true if the listener was registered successfully\n     */\n    <T extends StateListener> T registerListener(final T listener);\n\n    /**\n     * allow callbacks (listeners) to unregister their interest\n     * @param listener the listener to unregister\n     * @return true if the listener was unregistered successfully\n     */\n    boolean unregisterListener(final StateListener listener);\n    \n    /**\n     * @return an object representing all paths to the given state from this state\n     */\n    TransitionPaths getPaths(final State to);\n}\n')",[254740]
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*?\\benum (\\w+).*', 'package aaron.test;\n\nimport java.util.Collection;\n\n/**\n * Transition represents a transition between two states \n */\npublic interface Transition extends NamedObject\n{\n    /**\n     * General failure reasons for transitions\n     */\n    enum Reasons\n    {\n        /** \n         * The current state of the state machine does not match the source state of the transition\n         */\n        INVALID_SOURCE_STATE;\n    }\n\n    /** \n     * execute the transition\n     * @return the new state\n     */\n    Collection<Enum<?>> execute();\n     \n    /**\n     * @return the source state\n     */\n    State getSource();\n     \n    /**\n     * @return the target state\n     */\n    State getTarget();\n\n    /**\n     * @param listener\n     * @return the registered listener\n     */\n    <T extends TransitionListener> T registerListener(final T listener);\n\n    /**\n     * @param listener\n     * @return true if the listener was removed successfully\n     */\n    boolean unregisterListener(final TransitionListener listener);\n}\n')",[262071]
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'test_rejectToMo(aaron.test.test.ClaimsReceivedByDeliveryTeamTest)')","[15499, 15530, 15561, 18103, 18134, 18165, 27045, 27069, 27093, 39865, 39895, 39925, 57960, 57995, 58030, 60900, 60935, 60970, 71218, 71246, 71274, 81857, 81885, 81913, 98886, 98919, 98952, 101658, 101691, 101724, 111288, 111314, 111340, 122848, 122880, 122912, 142009, 142046, 142083, 145117, 145154, 145191, 156123, 156153, 156183, 169064, 169099, 169134, 189824, 189864, 189904, 193184, 193224, 193264, 205222, 205255, 205288, 218830, 218867, 218904, 240656, 240698, 240740, 244184, 244226, 244268, 303411, 303451, 303491, 304735, 304777, 304819]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'test_executeToClaimsReceivedByDeliveryTeam(aaron.test.test.ClaimsReceivedByDeliveryTeamTest)')","[15251, 15282, 15313, 17855, 17886, 17917, 26853, 26877, 26901, 39625, 39655, 39685, 57680, 57715, 57750, 60620, 60655, 60690, 70994, 71022, 71050, 81633, 81661, 81689, 98622, 98655, 98688, 101394, 101427, 101460, 111080, 111106, 111132, 122592, 122624, 122656, 141713, 141750, 141787, 144821, 144858, 144895, 155883, 155913, 155943, 168784, 168819, 168854, 189504, 189544, 189584, 192864, 192904, 192944, 204958, 204991, 205024, 218534, 218571, 218608, 240320, 240362, 240404, 243848, 243890, 243932, 303091, 303131, 303171, 304399, 304441, 304483]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'test_generateFile(com.porpoise.fsm.generator.StateMachineGeneratorTest)')","[569, 4308, 4928, 22125, 29132, 32619, 32882, 45325, 46025, 65478, 75101, 75346, 86973, 87633, 105958, 115112, 115393, 128652, 129392, 149973, 160593, 160901, 175384, 176184, 198457, 209869, 210195, 225494, 226334, 251808, 252130]"
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*\\bpackage\\s+(.*?);.*', 'package p;\n\npublic interface NamedObject\n{\n    /**\n     * @return a name for the object\n     */\n    public String getName();\n}\n')",[277789]
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*\\bpackage\\s+(.*?);.*', 'package aaron.test;\n\n/**\n *\n */\npublic class TransitionClaimsRejectToParticipant extends AbstractTransition<ClaimsReceivedByMonitoringOfficer, ClaimsNotReceived>\n{\n    /**\n     * the transition name\n     */\n    public final static String NAME = ""reject to participant"";\n\n    TransitionClaimsRejectToParticipant(final ClaimsReceivedByMonitoringOfficer from, final ClaimsNotReceived to) \n    {\n        super(from, to);\n    }\n    \n    /**\n     * @return the name\n     */\n    @Override\n    public String getName()\n    {\n        return NAME;\n    }\n}\n')",[269276]
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*?\\binterface (\\w+).*', 'package aaron.test;\n\n/**\n * if you use google collections, refactor to use that instead \n */\npublic enum StateLog\n{\n    ;// uninstantiable\n\n    public static String error(final String format, final Object... args)\n    {\n        final String log = ""_error:"" + String.format(format, args);\n        System.out.println(log);\n        return log;\n    }\n\n    public static String info(final String format, final Object... args)\n    {\n        final String log = ""_info:"" + String.format(format, args);\n        System.out.println(log);\n        return log;\n    }\n\n    public static String debug(final String format, final Object... args)\n    {\n        final String log = ""_debug:"" + String.format(format, args);\n        System.out.println(log);\n        return log;\n    }\n    \n    public static String trace(final String format, final Object... args)\n    {\n        return ""_trace:"" + String.format(format, args);\n    }\n}\n')",[254862]
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*\\bpackage\\s+(.*?);.*', 'package aaron.test;\n\n/**\n *\n */\npublic class TransitionClaimsSubmitToHeadOfDelivery extends AbstractTransition<ClaimsNotReceived, ClaimsReceivedByHeadOfDelivery>\n{\n    /**\n     * the transition name\n     */\n    public final static String NAME = ""submit to head of delivery"";\n\n    TransitionClaimsSubmitToHeadOfDelivery(final ClaimsNotReceived from, final ClaimsReceivedByHeadOfDelivery to) \n    {\n        super(from, to);\n    }\n    \n    /**\n     * @return the name\n     */\n    @Override\n    public String getName()\n    {\n        return NAME;\n    }\n}\n')",[266336]
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'test_removeTransition(com.porpoise.fsm.model.StateTest)')","[3099, 3130, 3161, 4215, 4246, 4277, 21957, 21981, 22005, 32135, 32165, 32195, 43960, 43995, 44030, 45220, 45255, 45290, 65282, 65310, 65338, 74651, 74679, 74707, 85686, 85719, 85752, 86874, 86907, 86940, 105776, 105802, 105828, 114594, 114626, 114658, 127209, 127246, 127283, 128541, 128578, 128615, 149763, 149793, 149823, 160024, 160059, 160094, 173824, 173864, 173904, 175264, 175304, 175344, 198226, 198259, 198292, 209266, 209303, 209340, 223856, 223898, 223940, 225368, 225410, 225452, 250930, 250970, 251010, 251262, 251304, 251346]"
"('FilenameHelper.java', 'com.porpoise.fsm.generator.FilenameHelper', 'parse', '.*\\bpackage\\s+(.*?);.*', 'package p;\n\nimport java.util.ArrayList;\nimport java.util.Collection;\nimport java.util.List;\n\n\n/**\n *\n */\npublic class TestStartState extends AbstractTestState \n{\n    /**\n     * the state name\n     */\n    public static final String NAME = ""start-state"";\n\n    \n    /**\n     * @param fsm\n     */\n    TestStartState(final TestStateMachine fsm)\n    {\n        super(fsm);\n    }\n\n    @Override\n    Collection<Transition> initialiseTransitions()\n    {\n         final List<Transition> allTransitions = new ArrayList<Transition>();\n\n        return allTransitions;    \n    }\n    \n\n    /**\n     * @return the state name\n     */\n    @Override\n    public String getName()\n    {\n        return NAME;\n    }\n}\n')",[286847]
