"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[21: multipartResolve(Bethel DE US)]')",[1124]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'fighting')","[151921, 152293, 187199, 188118, 194414, 195329, 370662, 371034, 405940, 406859, 413155, 414070]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'gaining')","[206160, 207061, 424901, 425802]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'were')","[11165, 11587, 21984, 22661, 33498, 33720, 34767, 35251, 41736, 41886, 42430, 42574, 43195, 43495, 43838, 44126, 48174, 49165, 50060, 50160, 50385, 50955, 51051, 51267, 71429, 72199, 74614, 75509, 81933, 82821, 104241, 105011, 135030, 135399, 137187, 137504, 140794, 141019, 141975, 142191, 145469, 145990, 158595, 159037, 159577, 160190, 160765, 161458, 163047, 163817, 166232, 167127, 172360, 172780, 175847, 177353, 229906, 230328, 240725, 241402, 252239, 252461, 253508, 253992, 260477, 260627, 261171, 261315, 261936, 262236, 262579, 262867, 266915, 267906, 268801, 268901, 269126, 269696, 269792, 270008, 290170, 290940, 293355, 294250, 300674, 301562, 322982, 323752, 353771, 354140, 355928, 356245, 359535, 359760, 360716, 360932, 364210, 364731, 377336, 377778, 378318, 378931, 379506, 380199, 381788, 382558, 384973, 385868, 391101, 391521, 394588, 396094]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Africa')","[28573, 29134, 61373, 62096, 247314, 247875, 280114, 280837]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'command')","[157235, 157476, 375976, 376217]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'can')","[12982, 13346, 13517, 13739, 16364, 16489, 16929, 17049, 111021, 111892, 181536, 182484, 231723, 232087, 232258, 232480, 235105, 235230, 235670, 235790, 329762, 330633, 400277, 401225]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'attacking')","[76353, 77174, 167971, 168792, 295094, 295915, 386712, 387533]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'or')","[60923, 61664, 64197, 64511, 67993, 68435, 112697, 113374, 217829, 218892, 279664, 280405, 282938, 283252, 286734, 287176, 331438, 332115, 436570, 437633]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Special')","[89072, 89870, 97335, 98032, 101827, 102027, 102666, 102858, 307813, 308611, 316076, 316773, 320568, 320768, 321407, 321599]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'district')","[40975, 41344, 80198, 80824, 259716, 260085, 298939, 299565]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'militia,')","[196460, 197074, 415201, 415815]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '“Stick”')","[220963, 221455, 439704, 440196]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Representative')","[89097, 89894, 97360, 98056, 102052, 102327, 102882, 103146, 307838, 308635, 316101, 316797, 320793, 321068, 321623, 321887]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'still')","[92279, 92754, 93187, 93643, 94529, 95472, 311020, 311495, 311928, 312384, 313270, 314213]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'but')","[14733, 15674, 119392, 120212, 183673, 184185, 197885, 198466, 233474, 234415, 338133, 338953, 402414, 402926, 416626, 417207]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'remarkable')","[205685, 206605, 424426, 425346]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'neighborhood')","[80098, 80728, 298839, 299469]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'last')","[40204, 40595, 42186, 42862, 199773, 200429, 205885, 206797, 258945, 259336, 260927, 261603, 418514, 419170, 424626, 425538]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'area.')","[146723, 147035, 365464, 365776]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'they')","[16339, 16464, 16905, 17025, 41861, 42550, 43170, 43320, 43470, 43814, 43958, 44102, 50360, 51243, 92729, 93619, 135840, 136531, 141494, 142647, 179041, 179928, 187749, 188646, 235080, 235205, 235646, 235766, 260602, 261291, 261911, 262061, 262211, 262555, 262699, 262843, 269101, 269984, 311470, 312360, 354581, 355272, 360235, 361388, 397782, 398669, 406490, 407387]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '(a')","[201733, 202314, 420474, 421055]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'ourselves')","[207948, 208625, 426689, 427366]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'They')","[15881, 15980, 43045, 43694, 84464, 84888, 137012, 137336, 192212, 192861, 234622, 234721, 261786, 262435, 303205, 303629, 355753, 356077, 410953, 411602]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'shown')","[118842, 119684, 337583, 338425]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'cannot')","[209095, 209806, 427836, 428547]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Hassan,')","[104316, 105083, 323057, 323824]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'PM')","[46971, 47813, 265712, 266554]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'powers')","[62706, 63538, 281447, 282279]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'H.E.')","[14108, 15074, 83634, 84127, 232849, 233815, 302375, 302868]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'planned')","[96352, 97076, 315093, 315817]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'intensified')","[161090, 161770, 379831, 380511]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[10: multipartResolve(Worcester Massachusetts United States)]')",[640]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'innocent')","[73223, 74057, 76428, 77246, 89622, 90398, 92454, 93355, 164841, 165675, 168046, 168864, 291964, 292798, 295169, 295987, 308363, 309139, 311195, 312096, 383582, 384416, 386787, 387605]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '(TFG)')","[97685, 98368, 316426, 317109]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'businesses')","[179241, 180120, 397982, 398861]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'treatment.')","[157925, 158333, 376666, 377074]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '“Our')","[184402, 185026, 403143, 403767]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'new')","[26541, 27121, 29951, 30753, 70760, 71194, 159652, 160262, 185627, 186351, 192287, 192933, 200696, 200818, 245282, 245862, 248692, 249494, 289501, 289935, 378393, 379003, 404368, 405092, 411028, 411674, 419437, 419559]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testIsAncestryResolved_NoParents(com.bericotech.clavin.gazetteer.BasicGeoNameTest)')","[5034, 8445]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'undermine')","[206235, 207133, 424976, 425874]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'wrote,')","[202746, 203011, 421487, 421752]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '(SRCC)')","[89322, 90110, 308063, 308851]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'One')","[51786, 52485, 197435, 198034, 208770, 209494, 270527, 271226, 416176, 416775, 427511, 428235]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'view')","[112522, 113206, 331263, 331947]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'region.')","[54132, 54828, 152907, 153195, 161290, 161962, 272873, 273569, 371648, 371936, 380031, 380703]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveLocations(com.bericotech.clavin.gazetteer.query.LuceneGazetteerTest)')","[5221, 8613]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Community')","[99206, 100538, 103741, 104030, 317947, 319279, 322482, 322771]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testParseExceptions(com.bericotech.clavin.gazetteer.BasicGeoNameTest)')","[4971, 8382]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'dozen')","[147322, 148288, 366063, 367029]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'remains')","[94554, 95496, 313295, 314237]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'it.”')","[66817, 67009, 285558, 285750]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'gunmen')","[78570, 79392, 170188, 171010, 297311, 298133, 388929, 389751]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'quantify')","[226667, 227473, 445408, 446214]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveLocations_NullLocationName(com.bericotech.clavin.gazetteer.query.LuceneGazetteerTest)')","[5137, 8529]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Council')","[46296, 47165, 265037, 265906]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[26: multipartResolve(London ON CAN)](com.bericotech.clavin.resolver.multipart.MultipartLocationResolverTest)')","[1367, 6208]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Government')","[79673, 80320, 97660, 98344, 156561, 156898, 183498, 184017, 214587, 215365, 298414, 299061, 316401, 317085, 375302, 375639, 402239, 402758, 433328, 434106]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'crisis')","[219886, 220451, 438627, 439192]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'not')","[118892, 119732, 127336, 127776, 128693, 129714, 173736, 174373, 183798, 184305, 200671, 200794, 213116, 213621, 337633, 338473, 346077, 346517, 347434, 348455, 392477, 393114, 402539, 403046, 419412, 419535, 431857, 432362]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Arab')","[21809, 22493, 54953, 55548, 56129, 56729, 56974, 57550, 240550, 241234, 273694, 274289, 274870, 275470, 275715, 276291]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Banadir')","[123755, 124822, 342496, 343563]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'James')","[44869, 45446, 263610, 264187]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Mogadishu,')","[31380, 31942, 48899, 49861, 58271, 58873, 94229, 95184, 120408, 120879, 175522, 177041, 178010, 178476, 178841, 179736, 250121, 250683, 267640, 268602, 277012, 277614, 312970, 313925, 339149, 339620, 394263, 395782, 396751, 397217, 397582, 398477]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'hiding')","[128468, 129498, 347209, 348239]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Egeh,')","[173461, 174109, 392202, 392850]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Alexander')","[20618, 21153, 239359, 239894]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Secretary')","[64634, 64831, 103591, 103886, 283375, 283572, 322332, 322627]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'opposes')","[197560, 198154, 416301, 416895]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'several')","[85999, 87592, 134001, 134276, 134520, 134784, 304740, 306333, 352742, 353017, 353261, 353525]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Ki-moon')","[64709, 64903, 283450, 283644]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'first')","[10332, 10754, 14533, 15482, 210566, 210766, 211800, 211992, 212866, 213381, 229073, 229495, 233274, 234223, 429307, 429507, 430541, 430733, 431607, 432122]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'spoke')","[145794, 146302, 364535, 365043]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[13: multipartResolve(Oxford England United Kingdom)]')",[772]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'services')","[25075, 25897, 111096, 111964, 243816, 244638, 329837, 330705]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'clashes')","[144173, 144861, 362914, 363602]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'facilitating')","[46346, 47213, 265087, 265954]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'namely,')","[11365, 11779, 230106, 230520]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'uphold')","[225315, 225902, 444056, 444643]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'TFG’s')","[106022, 106684, 324763, 325425]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[30: multipartResolve(London  )](com.bericotech.clavin.resolver.multipart.MultipartLocationResolverTest)')","[1543, 6296]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'affiliated')","[191302, 191979, 410043, 410720]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'aggressions')","[152832, 153123, 371573, 371864]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'International')","[104866, 105611, 323607, 324352]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Constitution,')","[104566, 105323, 323307, 324064]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Services')","[189700, 190545, 408441, 409286]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'perhaps')","[217854, 218916, 436595, 437657]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'topics.')","[19691, 20243, 238432, 238984]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'killed')","[52086, 52773, 53932, 54636, 57871, 58489, 71454, 72223, 73123, 73961, 78595, 79416, 79823, 80464, 131893, 132961, 139587, 140031, 140819, 141999, 147272, 148240, 153358, 154005, 158620, 159061, 163072, 163841, 164741, 165579, 170213, 171034, 172385, 172804, 270827, 271514, 272673, 273377, 276612, 277230, 290195, 290964, 291864, 292702, 297336, 298157, 298564, 299205, 350634, 351702, 358328, 358772, 359560, 360740, 366013, 366981, 372099, 372746, 377361, 377802, 381813, 382582, 383482, 384320, 388954, 389775, 391126, 391545]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Somalia’s')","[20268, 20817, 37185, 37834, 58221, 58825, 60723, 61472, 72004, 72751, 163622, 164369, 173486, 174133, 210641, 211872, 239009, 239558, 255926, 256575, 276962, 277566, 279464, 280213, 290745, 291492, 382363, 383110, 392227, 392874, 429382, 430613]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Speaking')","[120333, 120807, 339074, 339548]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'returning')","[192512, 193149, 411253, 411890]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testGetParent_ManualResolve_NullParent(com.bericotech.clavin.gazetteer.LazyAncestryGeoNameTest)')","[80, 5554]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Affairs')","[37285, 37930, 38596, 38742, 256026, 256671, 257337, 257483]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'their')","[43570, 44198, 56054, 56902, 78020, 78864, 84814, 85224, 85347, 85594, 86399, 86699, 87149, 87299, 87976, 88264, 88696, 88840, 92529, 93427, 108816, 109379, 136165, 136843, 137137, 137456, 169638, 170482, 175297, 176825, 178135, 178596, 178991, 179191, 179880, 180072, 180755, 181194, 187524, 188430, 189150, 189300, 190017, 190161, 262311, 262939, 274795, 275643, 296761, 297605, 303555, 303965, 304088, 304335, 305140, 305440, 305890, 306040, 306717, 307005, 307437, 307581, 311270, 312168, 327557, 328120, 354906, 355584, 355878, 356197, 388379, 389223, 394038, 395566, 396876, 397337, 397732, 397932, 398621, 398813, 399496, 399935, 406265, 407171, 407891, 408041, 408758, 408902]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'strongest')","[83934, 84415, 302675, 303156]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'emphasized')","[107157, 107854, 110346, 111244, 325898, 326595, 329087, 329985]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testAncestryLoad_OnCreate(com.bericotech.clavin.resolver.ClavinLocationResolverTest)')","[3878, 7479]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '2010')","[78420, 79248, 170038, 170866, 297161, 297989, 388779, 389607]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '”It')","[188975, 189849, 407716, 408590]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'parts,')","[149220, 149714, 367961, 368455]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'houses;')","[179016, 179904, 397757, 398645]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'bringing')","[184752, 185362, 403493, 404103]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'free')","[122831, 123459, 341572, 342200]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'huge')","[31080, 31654, 204949, 205268, 249821, 250395, 423690, 424009]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Ministry')","[9143, 9715, 10407, 10826, 37310, 37954, 81683, 82581, 227884, 228456, 229148, 229567, 256051, 256695, 300424, 301322]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'along')","[18363, 18900, 237104, 237641]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'feet.')","[109091, 109643, 327832, 328384]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'infamous')","[78320, 79152, 169938, 170770, 297061, 297893, 388679, 389511]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'ICG’s')","[112322, 113014, 331063, 331755]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'hosting')","[210341, 211584, 429082, 430325]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testFileToString(com.bericotech.clavin.util.TextUtilsTest)')","[4252, 7815]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'whose')","[42086, 42766, 260827, 261507]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Rawlings,')","[101777, 102618, 320518, 321359]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'cause,')","[189250, 190113, 407991, 408854]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[44: multipartResolve([] null)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[3718, 7374]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'targeting')","[127286, 127728, 346027, 346469]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'nutrition,')","[19341, 19907, 238082, 238648]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'consolidation')","[27668, 28151, 246409, 246892]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'extremism.”')","[122931, 123555, 341672, 342296]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'fierce')","[151896, 152269, 370637, 371010]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'knives')","[67359, 67745, 286100, 286486]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'five')","[131793, 132865, 205910, 206821, 350534, 351606, 424651, 425562]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'society,')","[19591, 20147, 238332, 238888]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'approach')","[26591, 27169, 107307, 107998, 115655, 116073, 245332, 245910, 326048, 326739, 334396, 334814]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'prompting')","[134251, 134760, 352992, 353501]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'hand,')","[223767, 224438, 442508, 443179]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'European')","[20493, 21033, 61073, 61808, 239234, 239774, 279814, 280549]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Al-shabab')","[24850, 25681, 243591, 244422]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'regions')","[152171, 152533, 370912, 371274]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'types')","[207573, 208265, 426314, 427006]"
