"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_7_Lucene50_0.doc')",[950225]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', '7')","[25696, 147927, 283899, 420405, 570401]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', 'S')","[33136, 35056, 36496, 40336, 42736, 43216, 53296, 92656, 97936, 99376, 116176, 155367, 157287, 158727, 162567, 164967, 165447, 175527, 214887, 220167, 221607, 238407, 291339, 293259, 294699, 298539, 300939, 301419, 311499, 350859, 356139, 357579, 374379, 427845, 429765, 431205, 435045, 437445, 437925, 448005, 487365, 492645, 494085, 510885, 577841, 579761, 581201, 585041, 587441, 587921, 598001, 637361, 642641, 644081, 660881]"
"('Settings.java', 'org.elasticsearch.common.settings.Settings$Builder', 'removeNonArraysFieldsIfNewSettingsContainsFieldAsArray', '(.*)\\.\\d+$', 'plugin.types')","[1256, 1706, 2170, 2680, 5082, 5532, 5996, 6506, 8908, 9358, 9822, 10332, 12620, 12950, 13325, 13680, 14050, 141352, 141757, 264626, 265076, 265540, 266050, 268452, 268902, 269366, 269876, 272278, 272728, 273192, 273702, 275909, 276239, 276614, 276969, 277339, 413830, 414235, 551128, 551578, 552042, 552552, 554954, 555404, 555868, 556378, 558780, 559230, 559694, 560204, 562411, 562741, 563116, 563471, 563841, 701151, 701601, 702065, 702575, 704977, 705427, 705891, 706401, 708803, 709253, 709717, 710227, 712434, 712764, 713139, 713483, 713888, 714942, 715997, 716415, 720497, 720947, 721411, 721921, 724323, 724773, 725237, 725747, 728149, 728599, 729063, 729573, 731780, 732110, 732485, 733125, 733670, 734053, 734423, 742988, 743438, 743902, 744412, 746814, 747264, 747728, 748238, 750640, 751090, 751554, 752064, 754271, 754601, 754976, 755320, 756562, 756980, 757385, 765358, 765808, 766272, 766782, 769184, 769634, 770098, 770608, 773010, 773460, 773924, 774434, 776641, 776971, 777346, 777676, 778006, 778336, 778666, 779041, 779411, 780732, 781040, 781348, 781718, 782093, 782503, 787144, 788317, 788735, 791108, 791478, 798737, 799187, 799651, 800161, 802563, 803013, 803477, 803987, 806389, 806839, 807303, 807813, 810020, 810350, 810725, 811069, 811439, 812341, 812711, 814454, 814824, 820371, 820821, 821285, 821795, 824197, 824647, 825111, 825621, 828023, 828473, 828937, 829447, 831654, 831984, 832359, 832689, 833019, 833425, 834392, 834762, 835211, 835616, 838633, 839709, 840123, 845169, 845619, 846083, 846593, 848995, 849445, 849909, 850419, 852821, 853271, 853735, 854245, 856452, 856782, 857157, 857501, 857871, 859427, 860050, 860433, 864160, 864610, 865074, 865584, 867986, 868436, 868900, 869410, 871812, 872262, 872726, 873236, 875443, 875773, 876148, 876492, 876862, 877853, 878912, 879295, 884309, 884759, 885223, 885733, 888135, 888585, 889049, 889559, 891961, 892411, 892875, 893385, 895592, 895922, 896297, 896641, 897011, 899073, 899478, 899861, 906634, 907084, 907548, 908058, 910460, 910910, 911374, 911884, 914286, 914736, 915200, 915710, 917917, 918247, 918622, 919613, 920233, 920651, 921021, 929340, 929790, 930254, 930764, 933166, 933616, 934080, 934590, 936992, 937442, 937906, 938416, 940623, 940953, 941328, 941672, 942042, 943251, 944092, 944475, 951897, 952347, 952811, 953321, 955723, 956173, 956637, 957147, 959549, 959999, 960463, 960973, 963180, 963510, 963885, 964883, 965506, 965889, 969174, 969624, 970088, 970598, 973000, 973450, 973914, 974424, 976826, 977276, 977740, 978250, 980457, 980787, 981162, 981506, 981876, 982948, 983536, 983954, 987224, 987659, 988107, 988600, 990926, 991361, 991809, 992302, 994628, 995063, 995511, 996004, 998150, 998480, 998855, 999853, 1000441, 1000859, 1001229]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/_rels/footnotes.xml.rels')","[404518, 404574, 540723, 540779, 690719, 690775]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825201058')",[901772]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', 's')","[109264, 231495, 367467, 503973, 653969]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0_Lucene50_0.tip')","[14305, 263346, 277594, 549798, 564096, 699794, 714129, 716560, 717305, 717660, 718015, 734709, 735276, 736022, 736278, 736928, 757591, 758079, 758985, 759438, 760344, 782849, 783407, 783860, 784313, 784766, 786027, 787442, 790295, 791733, 792008, 792443, 792948, 793863, 794138, 794573, 811715, 815584, 815808, 816469, 816824, 835836, 836212, 836665, 837118, 837571, 840658, 841013, 841368, 858147, 860968, 861323, 861678, 862033, 877117, 879475, 879750, 880540, 880895, 897328, 897683, 900041, 900396, 901026, 921276, 921631, 921986, 922341, 922758, 942297, 944655, 945010, 945285, 945720, 966069, 966424, 966779, 967134, 967409, 984134, 984489, 984844, 985199, 985554, 1001449, 1001804, 1002194, 1002549, 1003614]"
"('Files.java', 'java.nio.file.Files$1', 'accept', '^state-[^/]*$', 'state-2.st')","[716860, 790184, 814919, 814954, 814989, 840213, 860523, 879385, 899951, 944565, 984044]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 't')","[26992, 97072, 149223, 219303, 285195, 355275, 421701, 491781, 571697, 641777]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', '6')","[25264, 147495, 283467, 419973, 569969]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/_rels/document.xml.rels')","[402511, 402559, 405757, 405813, 408176, 408224, 538716, 538764, 541962, 542018, 544381, 544429, 688712, 688760, 691958, 692014, 694377, 694425]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 't')","[27136, 97216, 149367, 219447, 285339, 355419, 421845, 491925, 571841, 641921]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', 'endnotes.xml')","[406629, 542834, 692830]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'O')","[136288, 258519, 394491, 530997, 680993]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_3_Lucene50_0.doc')","[740720, 761990, 790063, 818799, 881867, 903092, 904533, 927152, 927507, 947531, 1004910]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825151209')",[897222]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'testImapPlainScenarioMulti(de.saly.elasticsearch.imap.RiverPopImapTestCase)')","[202, 566, 764908]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'testImapPlainScenario(de.saly.elasticsearch.imap.RiverPopImapTestCase)')","[391, 764, 968724]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'D')","[26368, 113728, 138688, 148599, 235959, 260919, 284571, 371931, 396891, 421077, 508437, 533397, 571073, 658433, 683393]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'W')","[41872, 42352, 46192, 57712, 82192, 86032, 164103, 164583, 168423, 179943, 204423, 208263, 300075, 300555, 304395, 315915, 340395, 344235, 436581, 437061, 440901, 452421, 476901, 480741, 586577, 587057, 590897, 602417, 626897, 630737]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'testImapMassScenario(de.saly.elasticsearch.imap.RiverPopImapTestCase)')","[370, 742, 951447]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\.', ' ')","[54928, 55408, 56368, 66928, 67408, 70768, 71248, 74128, 86608, 87088, 87568, 89008, 89488, 89968, 90448, 90928, 100528, 107248, 116848, 123088, 139408, 177159, 177639, 178599, 189159, 189639, 192999, 193479, 196359, 208839, 209319, 209799, 211239, 211719, 212199, 212679, 213159, 222759, 229479, 239079, 245319, 261639, 313131, 313611, 314571, 325131, 325611, 328971, 329451, 332331, 344811, 345291, 345771, 347211, 347691, 348171, 348651, 349131, 358731, 365451, 375051, 381291, 397611, 449637, 450117, 451077, 461637, 462117, 465477, 465957, 468837, 481317, 481797, 482277, 483717, 484197, 484677, 485157, 485637, 495237, 501957, 511557, 517797, 534117, 599633, 600113, 601073, 611633, 612113, 615473, 615953, 618833, 631313, 631793, 632273, 633713, 634193, 634673, 635153, 635633, 645233, 651953, 661553, 667793, 684113]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 'M')","[51760, 60880, 173991, 183111, 309963, 319083, 446469, 455589, 596465, 605585]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', 'U')","[31840, 68800, 112480, 154071, 191031, 234711, 290043, 327003, 370683, 426549, 463509, 507189, 576545, 613505, 657185]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.tvx')","[549973, 699969]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/webSettings.xml')","[400764, 400813, 402324, 402372, 407733, 407781, 412276, 412323, 413291, 413336, 536969, 537018, 538529, 538577, 543938, 543986, 548481, 548528, 549496, 549541, 686965, 687014, 688525, 688573, 693934, 693982, 698477, 698524, 699492, 699537]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/_rels/styles.xml.rels')","[408964, 409020, 545169, 545225, 695165, 695221]"
"('MediaType.java', 'org.apache.tika.mime.MediaType', 'parse', '(?s)\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*/\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*($|;.*)', 'application/x-msdownload;format=pe32')","[16400, 18853]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_3.si')","[740800, 742466, 762091, 764749, 790164, 796558, 818879, 819849, 881947, 903193, 904613, 905564, 906025, 927232, 927587, 928357, 928818, 947611, 1004990]"
"('Settings.java', 'org.elasticsearch.common.settings.Settings$Builder', 'removeNonArraysFieldsIfNewSettingsContainsFieldAsArray', '(.*)\\.\\d+$', 'keep_alive')","[2744, 3608, 3832, 3960, 4088, 4216, 4440, 4568, 6570, 7434, 7658, 7786, 7914, 8042, 8266, 8394, 10396, 11260, 11484, 11612, 11740, 11868, 12092, 12220, 266114, 266978, 267202, 267330, 267458, 267586, 267810, 267938, 269940, 270804, 271028, 271156, 271284, 271412, 271636, 271764, 273766, 274630, 274854, 274982, 275110, 275238, 275462, 275590, 552616, 553480, 553704, 553832, 553960, 554088, 554312, 554440, 556442, 557306, 557530, 557658, 557786, 557914, 558138, 558266, 560268, 561132, 561356, 561484, 561612, 561740, 561964, 562092, 702639, 703503, 703727, 703855, 703983, 704111, 704335, 704463, 706465, 707329, 707553, 707681, 707809, 707937, 708161, 708289, 710291, 711155, 711379, 711507, 711635, 711763, 711987, 712115, 721985, 722849, 723073, 723201, 723329, 723457, 723681, 723809, 725811, 726675, 726899, 727027, 727155, 727283, 727507, 727635, 729637, 730501, 730725, 730853, 730981, 731109, 731333, 731461, 744476, 745340, 745564, 745692, 745820, 745948, 746172, 746300, 748302, 749166, 749390, 749518, 749646, 749774, 749998, 750126, 752128, 752992, 753216, 753344, 753472, 753600, 753824, 753952, 766846, 767710, 767934, 768062, 768190, 768318, 768542, 768670, 770672, 771536, 771760, 771888, 772016, 772144, 772368, 772496, 774498, 775362, 775586, 775714, 775842, 775970, 776194, 776322, 800225, 801089, 801313, 801441, 801569, 801697, 801921, 802049, 804051, 804915, 805139, 805267, 805395, 805523, 805747, 805875, 807877, 808741, 808965, 809093, 809221, 809349, 809573, 809701, 821859, 822723, 822947, 823075, 823203, 823331, 823555, 823683, 825685, 826549, 826773, 826901, 827029, 827157, 827381, 827509, 829511, 830375, 830599, 830727, 830855, 830983, 831207, 831335, 846657, 847521, 847745, 847873, 848001, 848129, 848353, 848481, 850483, 851347, 851571, 851699, 851827, 851955, 852179, 852307, 854309, 855173, 855397, 855525, 855653, 855781, 856005, 856133, 865648, 866512, 866736, 866864, 866992, 867120, 867344, 867472, 869474, 870338, 870562, 870690, 870818, 870946, 871170, 871298, 873300, 874164, 874388, 874516, 874644, 874772, 874996, 875124, 885797, 886661, 886885, 887013, 887141, 887269, 887493, 887621, 889623, 890487, 890711, 890839, 890967, 891095, 891319, 891447, 893449, 894313, 894537, 894665, 894793, 894921, 895145, 895273, 908122, 908986, 909210, 909338, 909466, 909594, 909818, 909946, 911948, 912812, 913036, 913164, 913292, 913420, 913644, 913772, 915774, 916638, 916862, 916990, 917118, 917246, 917470, 917598, 930828, 931692, 931916, 932044, 932172, 932300, 932524, 932652, 934654, 935518, 935742, 935870, 935998, 936126, 936350, 936478, 938480, 939344, 939568, 939696, 939824, 939952, 940176, 940304, 953385, 954249, 954473, 954601, 954729, 954857, 955081, 955209, 957211, 958075, 958299, 958427, 958555, 958683, 958907, 959035, 961037, 961901, 962125, 962253, 962381, 962509, 962733, 962861, 970662, 971526, 971750, 971878, 972006, 972134, 972358, 972486, 974488, 975352, 975576, 975704, 975832, 975960, 976184, 976312, 978314, 979178, 979402, 979530, 979658, 979786, 980010, 980138, 988662, 989499, 989716, 989840, 989964, 990088, 990305, 990429, 992364, 993201, 993418, 993542, 993666, 993790, 994007, 994131, 996066, 996903, 997120, 997244, 997368, 997492, 997709, 997833]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_2_Lucene50_0.tip')","[718875, 738088, 739250, 739960, 740235, 760083, 762316, 763026, 789546, 815323, 842969, 862538, 881431, 902060, 902544, 925132, 925616, 926037, 926392, 926922, 946705, 948222, 1004474, 1005215, 1005925]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', 'A')","[26224, 30064, 34384, 40144, 71824, 100144, 112144, 120304, 124144, 134704, 148455, 152295, 156615, 162375, 194055, 222375, 234375, 242535, 246375, 256935, 284427, 288267, 292587, 298347, 330027, 358347, 370347, 378507, 382347, 392907, 420933, 424773, 429093, 434853, 466533, 494853, 506853, 515013, 518853, 529413, 570929, 574769, 579089, 584849, 616529, 644849, 656849, 665009, 668849, 679409]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 'E')","[63136, 137056, 185367, 259287, 321339, 395259, 457845, 531765, 607841, 681761]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', 't')","[27040, 97120, 149271, 219351, 285243, 355323, 421749, 491829, 571745, 641825]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', 'webSettings.xml')","[407037, 543242, 693238]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825403658')",[999179]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', 'e')","[137440, 137920, 259671, 260151, 395643, 396123, 532149, 532629, 682145, 682625]"
"('Settings.java', 'org.elasticsearch.common.settings.Settings$Builder', 'removeNonArraysFieldsIfNewSettingsContainsFieldAsArray', '(.*)\\.\\d+$', 'cluster.name')","[836, 1286, 1735, 2230, 4662, 5112, 5561, 6056, 8488, 8938, 9387, 9882, 12395, 12725, 13055, 13470, 13780, 141142, 141452, 264206, 264656, 265105, 265600, 268032, 268482, 268931, 269426, 271858, 272308, 272757, 273252, 275684, 276014, 276344, 276759, 277069, 413620, 413965, 550708, 551158, 551607, 552102, 554534, 554984, 555433, 555928, 558360, 558810, 559259, 559754, 562186, 562516, 562846, 563261, 563571, 700731, 701181, 701630, 702125, 704557, 705007, 705456, 705951, 708383, 708833, 709282, 709777, 712209, 712539, 712869, 713273, 713618, 714732, 715727, 716205, 720077, 720527, 720976, 721471, 723903, 724353, 724802, 725297, 727729, 728179, 728628, 729123, 731555, 731885, 732215, 732837, 733400, 733843, 734153, 742568, 743018, 743467, 743962, 746394, 746844, 747293, 747788, 750220, 750670, 751119, 751614, 754046, 754376, 754706, 755110, 756292, 756770, 757115, 764938, 765388, 765837, 766332, 768764, 769214, 769663, 770158, 772590, 773040, 773489, 773984, 776416, 776746, 777076, 777451, 777781, 778111, 778441, 778831, 779141, 780522, 780830, 781138, 781448, 781823, 782198, 786934, 788047, 788525, 790898, 791208, 798317, 798767, 799216, 799711, 802143, 802593, 803042, 803537, 805969, 806419, 806868, 807363, 809795, 810125, 810455, 810859, 811169, 812131, 812441, 814244, 814554, 819951, 820401, 820850, 821345, 823777, 824227, 824676, 825171, 827603, 828053, 828502, 828997, 831429, 831759, 832089, 832464, 832794, 833155, 834182, 834492, 835001, 835346, 838423, 839439, 839913, 844749, 845199, 845648, 846143, 848575, 849025, 849474, 849969, 852401, 852851, 853300, 853795, 856227, 856557, 856887, 857291, 857601, 859217, 859780, 860223, 863740, 864190, 864639, 865134, 867566, 868016, 868465, 868960, 871392, 871842, 872291, 872786, 875218, 875548, 875878, 876282, 876592, 877643, 878642, 879085, 883889, 884339, 884788, 885283, 887715, 888165, 888614, 889109, 891541, 891991, 892440, 892935, 895367, 895697, 896027, 896431, 896741, 898863, 899208, 899651, 906214, 906664, 907113, 907608, 910040, 910490, 910939, 911434, 913866, 914316, 914765, 915260, 917692, 918022, 918352, 919403, 919963, 920441, 920751, 928920, 929370, 929819, 930314, 932746, 933196, 933645, 934140, 936572, 937022, 937471, 937966, 940398, 940728, 941058, 941462, 941772, 943041, 943822, 944265, 951477, 951927, 952376, 952871, 955303, 955753, 956202, 956697, 959129, 959579, 960028, 960523, 962955, 963285, 963615, 964673, 965236, 965679, 968754, 969204, 969653, 970148, 972580, 973030, 973479, 973974, 976406, 976856, 977305, 977800, 980232, 980562, 980892, 981296, 981606, 982738, 983266, 983744, 986818, 987253, 987687, 988165, 990520, 990955, 991389, 991867, 994222, 994657, 995091, 995569, 997925, 998255, 998585, 999643, 1000171, 1000649, 1000959]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'E')","[63232, 137152, 185463, 259383, 321435, 395355, 457941, 531861, 607937, 681857]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', ' ')","[54736, 55216, 56176, 66736, 67216, 70576, 71056, 73936, 86416, 86896, 87376, 88816, 89296, 89776, 90256, 90736, 100336, 107056, 116656, 122896, 139216, 176967, 177447, 178407, 188967, 189447, 192807, 193287, 196167, 208647, 209127, 209607, 211047, 211527, 212007, 212487, 212967, 222567, 229287, 238887, 245127, 261447, 312939, 313419, 314379, 324939, 325419, 328779, 329259, 332139, 344619, 345099, 345579, 347019, 347499, 347979, 348459, 348939, 358539, 365259, 374859, 381099, 397419, 449445, 449925, 450885, 461445, 461925, 465285, 465765, 468645, 481125, 481605, 482085, 483525, 484005, 484485, 484965, 485445, 495045, 501765, 511365, 517605, 533925, 599441, 599921, 600881, 611441, 611921, 615281, 615761, 618641, 631121, 631601, 632081, 633521, 634001, 634481, 634961, 635441, 645041, 651761, 661361, 667601, 683921]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', 'SID::11')","[813536, 813574, 813748, 813780]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', '4')","[24832, 147063, 283035, 419541, 569537]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'L')","[52192, 72832, 93472, 110752, 174423, 195063, 215703, 232983, 310395, 331035, 351675, 368955, 446901, 467541, 488181, 505461, 596897, 617537, 638177, 655457]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'N')","[101392, 112912, 113392, 120592, 223623, 235143, 235623, 242823, 359595, 371115, 371595, 378795, 496101, 507621, 508101, 515301, 646097, 657617, 658097, 665297]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'D')","[26512, 113872, 138832, 148743, 236103, 261063, 284715, 372075, 397035, 421221, 508581, 533541, 571217, 658577, 683537]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.cfe')","[14559, 263600, 263807, 264046, 277848, 550102, 550309, 550548, 564350, 700098, 700305, 700544, 714453, 716814, 717559, 717914, 718319, 719082, 719269, 719456, 734963, 735893, 736698, 736766, 737252, 740877, 741238, 741599, 741960, 742234, 757915, 758403, 759309, 759762, 760668, 783173, 783731, 784184, 784637, 785543, 786351, 787766, 790619, 792262, 792342, 792697, 793407, 794392, 794472, 794827, 794930, 795117, 795304, 795491, 795678, 795865, 796052, 796239, 796687, 796874, 797148, 797422, 797609, 797883, 798157, 812039, 816132, 816361, 816723, 817078, 836090, 836536, 836989, 837442, 837895, 840912, 841267, 841622, 843363, 843550, 844163, 858471, 861222, 861577, 861932, 862287, 862745, 862932, 863119, 863306, 877371, 880004, 880084, 880794, 881149, 882894, 883081, 883268, 883455, 897582, 897937, 900295, 900650, 901280, 921530, 921885, 922240, 922595, 923012, 927664, 927938, 942551, 944909, 945489, 945619, 945974, 950040, 950582, 950856, 966323, 966678, 967033, 967663, 967743, 967846, 968033, 968220, 968407, 968594, 984388, 984743, 985098, 985453, 985808, 985911, 986098, 986285, 986472, 986659, 1001703, 1002058, 1002448, 1002803, 1003868, 1007326, 1007600, 1007961, 1008235, 1008596]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', '}')","[29248, 56608, 58528, 67648, 91168, 100768, 107488, 151479, 178839, 180759, 189879, 213399, 222999, 229719, 287451, 314811, 316731, 325851, 349371, 358971, 365691, 423957, 451317, 453237, 462357, 485877, 495477, 502197, 573953, 601313, 603233, 612353, 635873, 645473, 652193]"
"('ContentType.java', 'org.apache.poi.openxml4j.opc.internal.ContentType', '<init>', '^([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)/([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)$', 'application/vnd.openxmlformats-officedocument.wordprocessingml.settings+xml')","[407428, 407473, 543633, 543678, 693629, 693674]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 'e')","[137536, 138016, 259767, 260247, 395739, 396219, 532245, 532725, 682241, 682721]"
"('MediaType.java', 'org.apache.tika.mime.MediaType', 'parse', '(?s)\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*/\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*($|;.*)', 'application/x-berkeley-db;format=queue')","[15410, 17845]"
"('MediaType.java', 'org.apache.tika.mime.MediaType', 'parse', '(?s)\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*/\\s*([^\\c\\(\\)<>@,;:\\\\""/\\[\\]\\?=\\s]+)\\s*($|;.*)', 'application/x-msdownload;format=pe-arm7')","[16840, 19301]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_5.nvd')","[882684, 949343, 1007116]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/_rels/.rels')","[401101, 403636, 537306, 539841, 687302, 689837]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\[\\d+\\]', '6')","[25024, 147255, 283227, 419733, 569729]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825354782')",[941434]
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/word/theme/_rels/theme1.xml.rels')","[405302, 541507, 691503]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'M')","[51472, 60592, 173703, 182823, 309675, 318795, 446181, 455301, 596177, 605297]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_1_Lucene54_0.dvm')","[717075, 718495, 735436, 737572, 738640, 738790, 739580, 758692, 760957, 761410, 762646, 763356, 785278, 785776, 789061, 793023, 793633, 813147, 817304, 817659, 818014, 818369, 839177, 840428, 841848, 842203, 842558, 860738, 880310, 900876, 901586, 903393, 903748, 904103, 923238, 923593, 923948, 924223, 924658, 946231, 947070, 948552, 948907, 1003029, 1003384, 1004094, 1005545, 1006255]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'testDeletesIMAPIntgrKeep(de.saly.elasticsearch.imap.RiverPopImapTestCase)')","[328, 698, 906184]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_5.cfs')","[882784, 883758, 949422, 1007216, 1008886]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/docProps/core.xml')","[399575, 399625, 400962, 401011, 403356, 403404, 409955, 410003, 537167, 537216, 539561, 539609, 546160, 546208, 687163, 687212, 689557, 689605, 696156, 696204]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', '1')","[20128, 20608, 21088, 21568, 142359, 142839, 143319, 143799, 278331, 278811, 279291, 279771, 414837, 415317, 415797, 416277, 564833, 565313, 565793, 566273]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', '4')","[24784, 147015, 282987, 419493, 569489]"
