"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '\tby thor.apache.org (8.13.8+Sun/8.13.8) with ESMTP id o8FEfYjF006141')",[160959]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1877')","[15640, 36040, 66690, 86390, 131984, 172898]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', ' jars in rev 959219')","[44365, 94715, 190016]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-2216 IncludeCacheManager can not perfom parallel includes')","[125209, 166009]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Subscriber: cocoon')","[10540, 30840, 61590, 81190, 121740, 162384]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 08 Sep 2010 14:41:03 +0000')",[119465]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Sat, 18 Sep 2010 00:15:19 +0000')","[43665, 94015, 188616]"
"('IndexFileDeleter.java', 'org.apache.lucene.index.IndexFileDeleter', '<init>', '_[a-z0-9]+(_.*)?\\..*', '_0.cfe')","[213580, 220037, 221049, 223255, 224298, 227641, 228653, 232463, 236300, 240665, 241803, 242428, 245291, 245996, 246594, 249489, 250184, 250487, 250790, 254271, 255378, 257284, 261770, 265651]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'From: jira@apache.org')","[120565, 161309]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '--')","[109615, 117015, 150659, 157759, 207941]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testRepresentativePoints(org.apache.mahout.clustering.TestClusterEvaluator)')","[217548, 217777, 217788, 217798]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'From dev-return-102528-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Wed Sep 01 21:03:16 2010')","[4765, 56665, 110190]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '  by 140.211.11.9 with SMTP; 9 Sep 2010 21:09:55 -0000')","[22590, 73640, 145884]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1556')","[17340, 37740, 68390, 88090, 135384, 176518]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1370')","[18715, 39115, 69765, 89465, 138134, 179268]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '    Attachment: CharsetFactory.patch')","[7065, 58965, 114790]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1535')","[17415, 37815, 68465, 88165, 135534, 176668]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'The QuartzJobScheduler is modified to respond to a configuration parameter: clustered=true so that it can correctly use a clustered job store when using cocoon in a cluster.')",[150459]
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.si')","[211716, 211812, 212106, 212202, 212821, 213331, 213433, 213553, 214168, 214774, 215314, 215413, 216074, 216285, 218480, 218576, 219724, 219829, 219981, 220556, 220925, 222231, 222901, 223040, 223197, 223789, 224170, 225709, 226409, 226505, 227236, 227433, 227585, 228160, 228529, 229635, 230315, 230995, 231613, 231758, 232160, 232262, 232409, 233279, 233811, 233907, 234006, 234420, 234522, 234967, 235369, 235901, 235997, 236099, 236246, 237280, 237749, 238220, 238462, 238770, 239089, 239400, 239708, 239873, 240372, 240471, 240613, 241067, 241469, 241602, 241749, 242227, 242374, 243601, 244096, 244778, 244883, 245090, 245237, 245795, 245942, 246101, 246470, 248097, 248202, 248304, 248910, 249012, 249369, 249990, 250132, 250286, 250433, 250589, 250736, 251291, 252380, 252572, 253050, 253576, 253978, 254077, 254219, 254685, 255177, 255324, 256034, 256229, 256603, 256807, 257164, 258060, 258576, 260063, 260435, 260930, 261467, 261569, 261716, 262615, 263155, 263463, 263903, 264288, 264599, 264907, 265075, 265537, 268331, 268642, 268950, 269338, 269784, 270224, 270678, 270915, 271355, 271421, 271960]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1345 [PATCH] Extract convertors into their own block')","[19065, 39465, 70115, 89815, 138834, 179968]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '\tby thor.apache.org (8.13.8+Sun/8.13.8) with ESMTP id o88EebFT004291')","[9790, 60840, 120240]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1329 [PATCH] Fix for cocoon.jar bundled in ear common for portal.war and portlet.war')","[19590, 39990, 70640, 90340, 139884, 181018]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'In-Reply-To: <32339136.123851283374854483.JavaMail.jira@thor>')",[113565]
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Date: Wed, 26 Jul 2000 13:32:08 +0200')","[266071, 267271]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 01 Sep 2010 21:01:16 +0000')",[106315]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testDate(org.apache.mahout.utils.vectors.arff.ARFFVectorIterableTest)')","[174959, 182571, 184107, 184117]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-2037 New DynamicGroup widget')","[127209, 168045]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '     [ https://issues.apache.org/jira/browse/COCOON-2300?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]')",[114265]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1439')","[18240, 38640, 69290, 88990, 137184, 178318]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Message-ID: <13233245.204441284561694517.JavaMail.jira@thor>')","[30240, 80590, 161184]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', ""COCOON-825  [PATCH] Fix Bug: Better handling of CLOB in esql (get-xml) and handling of Oracle 'temporary lobs'"")","[21665, 42065, 72715, 92415, 144034, 185416]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1648 Add support for ISO8601 in I18nTransformer and Forms')","[134209, 175343]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Received: (qmail 49267 invoked from network); 24 Jul 2000 19:13:53 -0000')","[265210, 266611]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1535')","[17440, 37840, 68490, 88190, 135584, 176718]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2295')","[122915, 163759]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Delivered-To: apmail-cocoon-dev-archive@cocoon.apache.org')","[1990, 5140, 8840, 22690, 25640, 29190, 43090, 53890, 57040, 59890, 73740, 76690, 79540, 93440, 104640, 110940, 118340, 146084, 151984, 159084, 187466]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  Try downloading the file manually from the project website.')","[46315, 47015, 47715, 48415, 49115, 49815, 50515, 51215, 51915, 96665, 97365, 98065, 98765, 99465, 100165, 100865, 101565, 102265, 193916, 195316, 196716, 198116, 199516, 200916, 202316, 203716, 205116]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'X-Spam-Check-By: apache.org')","[2740, 5890, 9590, 23440, 26390, 29940, 43840, 54640, 57790, 60640, 74490, 77440, 80290, 94190, 106140, 112440, 119840, 147584, 153484, 160584, 188966]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1249 [Patch] XMLDBSource should accept scheme://user:pass@host:port/path URIs')","[141059, 182265]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '\tby thor.apache.org (8.13.8+Sun/8.13.8) with ESMTP id o81L2sFQ020591')","[6090, 57990, 112840]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-2197 Making the cocoon-auth-block acegi-security-sample work')","[125659, 166459]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1395')","[137559, 178693]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Mailing-List: contact dev-help@cocoon.apache.org; run by ezmlm')","[2065, 5215, 8915, 22765, 25715, 29265, 43165, 53965, 57115, 59965, 73815, 76765, 79615, 93515, 104790, 111090, 118490, 146234, 152134, 159234, 187616]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1488')","[136759, 177893]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', ""INFO] Unable to find resource 'daisy:daisy-util:jar:1.5-dev' in repository gkossakowski-maven2 (http://people.apache.org/~gkossakowski/maven2/repository)"")",[192891]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '          Components: - Build System: Maven')","[45090, 95440, 191466]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Delivered-To: apmail-cocoon-dev-archive@www.apache.org')","[104115, 110415, 117815, 145559, 151459, 158559, 186941]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  Then, install it using the command:')","[46415, 47115, 47815, 48515, 49215, 49915, 50615, 51315, 52015, 96765, 97465, 98165, 98865, 99565, 100265, 100965, 101665, 102365, 194116, 195516, 196916, 198316, 199716, 201116, 202516, 203916, 205316]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Sat, 18 Sep 2010 00:15:00 +0000')","[43940, 94290, 189166]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '>                 Key: COCOON-2301')",[156509]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '                 Key: COCOON-2301')","[24440, 75490, 149584]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '  charset=""Windows-1252""')","[273002, 275828]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'From dev-return-102529-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Wed Sep 08 14:41:10 2010')","[8465, 59515, 117590]"
"('LuceneIndexFileNameFilter.java', 'org.apache.mahout.text.LuceneIndexFileNameFilter', 'accept', '_[a-z0-9]+(_.*)?\\..*', '_1.si')","[221868, 225335, 229261, 229941, 230621, 236912, 237565, 238286, 238594, 238905, 239224, 239532, 244201, 252770, 256331, 257683, 259568, 260570, 262362, 263221, 263661, 264104, 264423, 264731, 268147, 268466, 268774, 269085, 269542, 269982, 270425, 271080, 271652]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2233')","[12140, 32540, 63190, 82890, 124984, 165784]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1949 [PATCH] load flowscript from file into specified Rhino context object')","[129609, 170445]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '  \t2) daisy:daisy-htmlcleaner:jar:1.5-dev')","[51740, 102090, 204766]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '[INFO] ------------------------------------------------------------------------')","[45865, 45965, 96215, 96315, 193016, 193216]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '  \t2) daisy:daisy-repository-api:jar:1.5-dev')",[194941]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '\tfor <dev@cocoon.apache.org>; Wed, 15 Sep 2010 14:41:34 GMT')",[161059]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '  by 140.211.11.9 with SMTP; 1 Sep 2010 21:01:34 -0000')",[104365]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 31836 invoked by uid 500); 9 Sep 2010 21:11:58 -0000')","[25665, 76715, 152034]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1648')","[134309, 175443]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Received: (qmail 28372 invoked by uid 500); 9 Sep 2010 21:09:55 -0000')",[145909]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1147 [PATCH] namespace issues with XMLDBTransformer')","[20665, 41065, 71715, 91415, 142034, 183271]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-2137 XSD Schemas for CForms Development')","[12790, 33190, 63840, 83540, 126284, 167120]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2281')","[11540, 31940, 62590, 82290, 123740, 164584]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 4960 invoked by uid 500); 15 Sep 2010 14:41:57 -0000')","[29240, 79590, 159184]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1370')","[138109, 179243]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-2295 integrating FOP-1.0 into Cocoon-2.1.12-dev')","[122765, 163609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2290 CLONE - Add a read method to the SitemapComponentTestCase')","[11265, 31665, 62315, 82015, 123190, 164034]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '          Issue Type: Improvement')","[24590, 75640, 149884]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '  by 140.211.11.9 with SMTP; 9 Sep 2010 21:12:00 -0000')",[151709]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 28904 invoked by uid 99); 1 Sep 2010 21:03:15 -0000')","[5615, 57515, 111890]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', '1.0')","[208347, 208595]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2114')","[12940, 33340, 63990, 83690, 126584, 167420]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '          Components: - Build System: Maven')","[45065, 95415, 191416]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-util -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')","[52065, 102415, 205416]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Parsing the vfszip protocol in CharsetFactory solves the problem.')",[109415]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1467')","[136959, 178093]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '>          Issue Type: Improvement')","[28090, 156884]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1527 [PATCH] Cache control logic sheets for XSP to override getKey and getValidity')","[135659, 176793]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '>             Project: Cocoon')","[7540, 28040, 115740, 156784]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 92717 invoked from network); 9 Sep 2010 21:09:55 -0000')","[22465, 73515, 145634]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Received: (qmail 4960 invoked by uid 500); 15 Sep 2010 14:41:57 -0000')",[159109]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: from athena.apache.org (HELO athena.apache.org) (140.211.11.136)')","[5690, 23240, 26190, 29740, 57590, 74290, 77240, 80090, 112040, 147184, 153084, 160184]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1254 [Patch] OWQLTransformer + RDQLTransformer')","[140809, 181943]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2281 ""Communication tools that we use"" link to dev mailing list archive comes out at user mailing list archive')","[11465, 31865, 62515, 82215, 123590, 164434]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '2) nekodtd:nekodtd:jar:0.1.11')","[46915, 97265, 195116]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            Reporter: Florent ANDRE')",[191641]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '8) daisy:daisy-htmlcleaner:jar:1.5-dev')","[51115, 101465, 203516]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testRunSkipUnstoredFields(org.apache.mahout.text.SequenceFilesFromLuceneStorageTest)')","[224844, 225021, 225032, 225042]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-repository-common-impl -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')",[199791]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Return-Path: <user@example.com>')","[272197, 275000]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Return-Path: <dev-return-102528-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org>')",[110315]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1439')","[18215, 38615, 69265, 88965, 137134, 178268]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1337')","[19315, 39715, 70365, 90065, 139334, 180468]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  cocoondev (http://cocoondev.org/repository),')","[53065, 103415, 207416]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1893')","[131759, 172673]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 31829 invoked by uid 99); 9 Sep 2010 21:11:58 -0000')","[26115, 77165, 152934]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Message-ID: <18851425.124221283374974231.JavaMail.jira@thor>')",[112965]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-871')","[21340, 41740, 72390, 92090, 143384, 184766]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2030')","[13515, 33915, 64565, 84265, 127734, 168570]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-2246')","[124709, 165509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-996')","[142759, 183996]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'jboss-5.1.0.GA vfszip protocol in CharsetFactory')",[107865]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1915 Nullable value with additional String or XMLizable in JavaSelectionList')","[130809, 171687]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1394')","[137709, 178843]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testStripQuoted(org.apache.mahout.utils.email.MailProcessorTest)')","[57, 78, 109, 120, 130]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '> The QuartzJobScheduler is modified to respond to a configuration parameter: clustered=true so that it can correctly use a clustered job store when using cocoon in a cluster.')",[157559]
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'From user@example.com  Mon Jul 24 19:13:53 2000')","[265090, 266491]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Ugrade dependencies to 2.5 or another 1.5 repository ?')","[45615, 95965, 192516]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '>                 URL: https://issues.apache.org/jira/browse/COCOON-2301')",[156609]
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Regards,')","[266431, 267631]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'From dev-return-102528-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Wed Sep 01 21:03:16 2010')","[4790, 56690, 110240]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Filter: COCOON-open-with-patch (114 issues)')",[121565]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1915')","[15140, 35540, 66190, 85890, 130984, 171898]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1368')","[18840, 39240, 69890, 89590, 138384, 179518]"
