"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.cc.lmsfc.common.test.RedisTest')","[284, 1649213]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'LettuceUtils.class')","[161447, 490304, 819135, 1147966, 1476797]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaRepositoryConfigExtension.class')","[97619, 426476, 755307, 1084138, 1412969]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultHashOperations$14.class')","[192335, 521192, 850023, 1178854, 1507685]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'adapter')","[178457, 507314, 836145, 1164976, 1493807]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaQueryMethod.class')","[95945, 424802, 753633, 1082464, 1411295]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*', 'com')","[2134, 2521, 2951, 3372, 330991, 331378, 331808, 332229, 659822, 660209, 660639, 661060, 988653, 989040, 989470, 989891, 1317484, 1317871, 1318301, 1318722, 1646315, 1646702, 1647132, 1647553]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RoleDAO.class')","[71664, 209165, 400521, 538022, 729352, 866853, 1058183, 1195684, 1387014, 1524515]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JodaTimeConverters$LocalDateToDateConverter.class')","[112253, 441110, 769941, 1098772, 1427603]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultRedisSet.class')","[172139, 500996, 829827, 1158658, 1487489]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'UserDAO.class')","[65736, 202557, 394593, 531414, 723424, 860245, 1052255, 1189076, 1381086, 1517907]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArtTaskJobRunLogDAOImpl.class\\E', 'FilterDAO.class')","[249639, 588408, 956887, 1255982, 1644285]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'BeanWrapper.class')","[103991, 432848, 761679, 1090510, 1419341]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ChainedTransactionManager.class')","[143357, 472214, 801045, 1129876, 1458707]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AccessType.class')","[138389, 467246, 796077, 1124908, 1453739]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'PageableHandlerMethodArgumentResolver.class')","[109013, 437870, 766701, 1095532, 1424363]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QResourceDAOImpl.class\\E', 'ResourceDAO.class')","[228163, 616492, 915587, 1284066, 1573249]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultValueOperations.class')","[194927, 523784, 852615, 1181446, 1510277]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultListOperations$7.class')","[179807, 508664, 837495, 1166326, 1495157]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'StringQuery$ParameterBinding.class')","[86873, 415730, 744561, 1073392, 1402223]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaEntityMetadata.class')","[87089, 415946, 744777, 1073608, 1402439]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Pageable.class')","[139361, 468218, 797049, 1125880, 1454711]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaRepositoryFactoryBean.class')","[79313, 408170, 737001, 1065832, 1394663]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleDAOImpl.class\\E', 'ArticleElementDAO.class')","[324805, 544630, 962669, 1311324, 1630243]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultRedisCachePrefix.class')","[144761, 473618, 802449, 1131280, 1460111]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$24.class')","[189095, 517952, 846783, 1175614, 1504445]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisProperties.class')","[170681, 499538, 828369, 1157200, 1486031]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QFilterRuleDAOImpl.class\\E', 'ArticleDAO.class')","[320675, 580148, 899067, 1297282, 1546817]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'EnableSpringDataWebSupport$SpringDataWebConfigurationImportSelector.class')","[109553, 438410, 767241, 1096072, 1424903]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qrepository\\E', 'core')","[131261, 131477, 131693, 131909, 132125, 132341, 132557, 132773, 132989, 133205, 133421, 133637, 133853, 134069, 134285, 134501, 134717, 134933, 135149, 135365, 135581, 135797, 136013, 136229, 136445, 136661, 136877, 137093, 137309, 137525, 199085, 199247, 199409, 199625, 199787, 199949, 200111, 200273, 200435, 200597, 200813, 200975, 201137, 201299, 201461, 201623, 460118, 460334, 460550, 460766, 460982, 461198, 461414, 461630, 461846, 462062, 462278, 462494, 462710, 462926, 463142, 463358, 463574, 463790, 464006, 464222, 464438, 464654, 464870, 465086, 465302, 465518, 465734, 465950, 466166, 466382, 527942, 528104, 528266, 528482, 528644, 528806, 528968, 529130, 529292, 529454, 529670, 529832, 529994, 530156, 530318, 530480, 788949, 789165, 789381, 789597, 789813, 790029, 790245, 790461, 790677, 790893, 791109, 791325, 791541, 791757, 791973, 792189, 792405, 792621, 792837, 793053, 793269, 793485, 793701, 793917, 794133, 794349, 794565, 794781, 794997, 795213, 856773, 856935, 857097, 857313, 857475, 857637, 857799, 857961, 858123, 858285, 858501, 858663, 858825, 858987, 859149, 859311, 1117780, 1117996, 1118212, 1118428, 1118644, 1118860, 1119076, 1119292, 1119508, 1119724, 1119940, 1120156, 1120372, 1120588, 1120804, 1121020, 1121236, 1121452, 1121668, 1121884, 1122100, 1122316, 1122532, 1122748, 1122964, 1123180, 1123396, 1123612, 1123828, 1124044, 1185604, 1185766, 1185928, 1186144, 1186306, 1186468, 1186630, 1186792, 1186954, 1187116, 1187332, 1187494, 1187656, 1187818, 1187980, 1188142, 1446611, 1446827, 1447043, 1447259, 1447475, 1447691, 1447907, 1448123, 1448339, 1448555, 1448771, 1448987, 1449203, 1449419, 1449635, 1449851, 1450067, 1450283, 1450499, 1450715, 1450931, 1451147, 1451363, 1451579, 1451795, 1452011, 1452227, 1452443, 1452659, 1452875, 1514435, 1514597, 1514759, 1514975, 1515137, 1515299, 1515461, 1515623, 1515785, 1515947, 1516163, 1516325, 1516487, 1516649, 1516811, 1516973]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ScanOptions.class')","[179915, 508772, 837603, 1166434, 1495265]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultListOperations$15.class')","[184451, 513308, 842139, 1170970, 1499801]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QResourceDAOImpl.class\\E', 'FilterDetailDAO.class')","[226511, 614840, 913935, 1282414, 1571597]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleTaskJobDAOImpl.class\\E', 'FilterDAO.class')","[279375, 637968, 927151, 1226246, 1564989]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'HashMapChangeSet.class')","[112739, 441596, 770427, 1099258, 1428089]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultValueOperations$5.class')","[185855, 514712, 843543, 1172374, 1501205]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultListOperations$5.class')","[190499, 519356, 848187, 1177018, 1505849]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SortAdapter.class')","[140603, 469460, 798291, 1127122, 1455953]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultRedisZSet$DefaultRedisSortedSetIterator.class')","[175379, 504236, 833067, 1161898, 1490729]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultMessage.class')","[146489, 475346, 804177, 1133008, 1461839]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QFilterDAOImpl.class\\E', 'ArtTaskJobRunLogDAO.class')","[233119, 552064, 980015, 1229550, 1578205]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultListOperations$20.class')","[181427, 510284, 839115, 1167946, 1496777]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ReflectionEntityInstantiator.class')","[111389, 440246, 769077, 1097908, 1426739]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'CommonConsts.class')","[12165, 341022, 669853, 998684, 1327515]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AbstractRedisCollection.class')","[174731, 503588, 832419, 1161250, 1490081]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Part$Type.class')","[114305, 443162, 771993, 1100824, 1429655]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultPersistentPropertyPath.class')","[107177, 436034, 764865, 1093696, 1422527]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'FilterDAO.class')","[72405, 209991, 401262, 538848, 730093, 867679, 1058924, 1196510, 1387755, 1525341]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SpringDataWebConfiguration.class')","[109445, 438302, 767133, 1095964, 1424795]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SessionCallback.class')","[195143, 524000, 852831, 1181662, 1510493]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'crossstore')","[101723, 430580, 759411, 1088242, 1417073]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QFilterDetailDAOImpl.class\\E', 'FilterRuleDAO.class')","[309937, 658618, 977537, 1306368, 1536079]"
"('InetAddressUtils.java', 'org.apache.http.conn.util.InetAddressUtils', 'isIPv4Address', '^(([0-9]|[1-9][0-9]|1[0-9]{2}|2[0-4][0-9]|25[0-5])\\.){3}([0-9]|[1-9][0-9]|1[0-9]{2}|2[0-4][0-9]|25[0-5])$', 'my.oschina.net')","[1451, 1668]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'CdiRepositoryExtensionSupport$DefaultAnnotationLiteral.class')","[124781, 453638, 782469, 1111300, 1440131]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'PersistableEntityInformation.class')","[134987, 463844, 792675, 1121506, 1450337]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultListOperations$2.class')","[188771, 517628, 846459, 1175290, 1504121]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DataType.class')","[148541, 477398, 806229, 1135060, 1463891]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Revision.class')","[103181, 432038, 760869, 1089700, 1418531]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AbstractSubscription.class')","[165821, 494678, 823509, 1152340, 1481171]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SortHandlerMethodArgumentResolver.class')","[109175, 438032, 766863, 1095694, 1424525]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QFilterDAOImpl.class\\E', 'FilterRuleDAO.class')","[240553, 559498, 987449, 1236984, 1585639]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QFilterDetailDAOImpl.class\\E', 'FilterDetailDAO.class')","[305807, 654488, 973407, 1302238, 1531949]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ArticleElementDAO.class')","[68700, 205861, 397557, 534718, 726388, 863549, 1055219, 1192380, 1384050, 1521211]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'MethodParameterAwarePagedResourcesAssembler.class')","[110201, 439058, 767889, 1096720, 1425551]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JedisSentinelConnection.class')","[169277, 498134, 826965, 1155796, 1484627]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qtest-classes\\E', 'test-classes')","[2092, 2478, 2908, 3330, 3708, 4094, 4524, 4946, 5436, 6116, 6857, 7598, 8331, 330949, 331335, 331765, 332187, 332565, 332951, 333381, 333803, 334293, 334973, 335714, 336455, 337188, 659780, 660166, 660596, 661018, 661396, 661782, 662212, 662634, 663124, 663804, 664545, 665286, 666019, 988611, 988997, 989427, 989849, 990227, 990613, 991043, 991465, 991955, 992635, 993376, 994117, 994850, 1317442, 1317828, 1318258, 1318680, 1319058, 1319444, 1319874, 1320296, 1320786, 1321466, 1322207, 1322948, 1323681, 1646273, 1646659, 1647089, 1647511, 1647889, 1648275, 1648705, 1649127]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisListCommands.class')","[146381, 475238, 804069, 1132900, 1461731]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AnnotationRepositoryMetadata.class')","[137147, 466004, 794835, 1123666, 1452497]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QRoleDAOImpl.class\\E', 'ResourceDAO.class')","[297547, 596668, 905675, 1204770, 1553425]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'collections')","[170465, 499322, 828153, 1156984, 1485815]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Pool.class')","[148973, 477830, 806661, 1135492, 1464323]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultStringRedisConnection$TransactionResultConverter.class')","[147029, 475886, 804717, 1133548, 1462379]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'connection')","[146327, 475184, 804015, 1132846, 1461677]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleDAOImpl.class\\E', 'BatchArticleTaskJobDAO.class')","[326457, 546282, 964321, 1312976, 1631895]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'PagedResourcesAssembler$1.class')","[110147, 439004, 767835, 1096666, 1425497]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testOSChinaTitle(com.cc.lmsfc.common.test.HttpClientTest)')","[78, 368]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaQueryExecution$CollectionExecution.class')","[92921, 421778, 750609, 1079440, 1408271]"
"('InetAddressUtils.java', 'org.apache.http.conn.util.InetAddressUtils', 'isIPv6StdAddress', '^[0-9a-fA-F]{1,4}(:[0-9a-fA-F]{1,4}){7}$', 'my.oschina.net')","[730, 1494, 1581, 1712]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RepositoryBeanDefinitionBuilder.class')","[128345, 457202, 786033, 1114864, 1443695]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'CacheValue.class')","[110741, 439598, 768429, 1097260, 1426091]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ParentTypeAwareTypeInformation.class')","[110579, 439436, 768267, 1097098, 1425929]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaPersistentPropertyImpl.class')","[100697, 429554, 758385, 1087216, 1416047]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DecoratingStringHashMapper.class')","[170087, 498944, 827775, 1156606, 1485437]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisCacheManager$1.class')","[144653, 473510, 802341, 1131172, 1460003]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultJpaEntityMetadata.class')","[93569, 422426, 751257, 1080088, 1408919]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultHashOperations$2.class')","[191795, 520652, 849483, 1178314, 1507145]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ConfigurableTypeInformationMapper.class')","[111281, 440138, 768969, 1097800, 1426631]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Sort.class')","[139145, 468002, 796833, 1125664, 1454495]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'QueryLookupStrategy.class')","[119057, 447914, 776745, 1105576, 1434407]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AbstractAuditable.class')","[75317, 404174, 733005, 1061836, 1390667]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisSet.class')","[173273, 502130, 830961, 1159792, 1488623]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultZSetOperations$7.class')","[187691, 516548, 845379, 1174210, 1503041]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultListOperations$9.class')","[180347, 509204, 838035, 1166866, 1495697]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisSerializer.class')","[145463, 474320, 803151, 1131982, 1460813]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisCache$2.class')","[144977, 473834, 802665, 1131496, 1460327]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JodaTimeConverters$LocalDateTimeToDateConverter.class')","[111713, 440570, 769401, 1098232, 1427063]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AuditableBeanWrapper.class')","[142061, 470918, 799749, 1128580, 1457411]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisSentinelCommands.class')","[149513, 478370, 807201, 1136032, 1464863]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AuditingBeanDefinitionParser$SpringConfiguredBeanDefinitionParser.class')","[98267, 427124, 755955, 1084786, 1413617]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ByteArrayWrapper.class')","[166307, 495164, 823995, 1152826, 1481657]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultSpELExpressionEvaluator.class')","[103883, 432740, 761571, 1090402, 1419233]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ReflectUtils.class')","[44446, 373303, 702134, 1030965, 1359796]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ArticleCategory.class')","[30505, 359362, 688193, 1017024, 1345855]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisCollectionParser.class')","[176891, 505748, 834579, 1163410, 1492241]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'FilterDetailDAO.class')","[69441, 206687, 398298, 535544, 727129, 864375, 1055960, 1193206, 1384791, 1522037]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QUserDAOImpl.class\\E', 'ArticleElementDAO.class')","[215773, 604102, 932933, 1271676, 1620331]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'listener')","[177107, 505964, 834795, 1163626, 1492457]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisCollectionFactoryBean$CollectionType$3.class')","[172949, 501806, 830637, 1159468, 1488299]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'StringToDataTypeConverter.class')","[163931, 492788, 821619, 1150450, 1479281]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArtTaskJobRunLogDAOImpl.class\\E', 'RoleDAO.class')","[248813, 587582, 956061, 1255156, 1643459]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultZSetOperations$1.class')","[193739, 522596, 851427, 1180258, 1509089]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AbstractPersistentProperty.class')","[104639, 433496, 762327, 1091158, 1419989]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QFilterDAOImpl.class\\E', 'RoleDAO.class')","[238901, 557846, 985797, 1235332, 1583987]"
